job_id,title,company,url,first_seen,last_seen,active,Location,Salary,Language Requirements,Education,Programming Languages,Required Software / Tools,Work Arrangement,Job Type,Experience Level
1844158,Senior rendszermérnök (Adatbázis adminisztrátor),Magyar Posta ZRt.,https://www.cvonline.hu/hu/allas/senior-rendszermernok-adatbazis-adminisztrator-1844158,2026-03-09,2026-03-17,False,Budapest,,"{'Language': 'English', 'CEFR Level': 'alap szintű'}",szakirányú informatikai végzettség,"SQL, PLSQL, pgSQL",Linux,On-site with home office,Full-time,2-5 éves szakmai tapasztalat
1849451,ADATBÁZIS ÜZEMELTETÉSI SZAKÉRTŐ (ORACLE/MSSQL),BECK AND PARTNERS Kft.,https://www.cvonline.hu/hu/allas/adatbazis-uzemeltetesi-szakerto-oracle-mssql-1849451,2026-03-09,2026-03-23,False,Budapest,,English: B2,,,"Oracle, MSSQL, RMAN, Oracle RAC, Data Guard, ASM, Enterprise Manager Cloud Control",Home-Office,Full-time,5+ years
1858168,Business Consultant (m/w/d),Vienna,https://www.cvonline.hu/hu/allas/business-consultant-m-w-d-1858168,2026-03-09,2026-03-25,True,Wien,50000 EUR gross/year,,Bachelor,,,Home-Office,Full-time,0-1 years
1853685,Műszaki üzemeltető és karbantartó technikus - Budapest (Országos lefedettség),Man at Work Humánszolgáltató és Személyzeti Tanácsadó Kft.,https://www.cvonline.hu/hu/allas/muszaki-uzemelteto-es-karbantarto-technikus-budapest-orszagos-lefedettseg-1853685,2026-03-09,2026-03-25,True,Budapest,750000-850000 Ft/hó,,"Középfokú műszaki végzettség (villamos, elektronikai, informatikai, hálózati területen)",,,Túlnyomórészt kültéri munkavégzés,Full-time,
1858319,Diákmunka - Beágyazott Szoftverfejlesztő Gyakornok,MŰISZ Iskolaszövetkezet,https://www.cvonline.hu/hu/allas/diakmunka-beagyazott-szoftverfejleszto-gyakornok-1858319,2026-03-09,2026-03-25,True,,2390 Ft/hour,English,Bachelor,C,,Part-time (flexible schedule),Internship/Student job,
1853682,IT Manager,HSA Kft.,https://www.cvonline.hu/hu/allas/it-manager-1853682,2026-03-09,2026-03-25,True,,,{'English': 'B2'},Bachelor,,"Microsoft Windows, Microsoft Office",,Full-time,5+ years
1843994,Senior/Principal Software Engineer,Trenkwalder Kft,https://www.cvonline.hu/hu/allas/senior-principal-software-engineer-1843994,2026-03-09,2026-03-17,False,Debrecen,,English: B2,"Bachelor/Master (Informatikai, villamosmérnöki vagy hasonló területen)","C++, LabVIEW, LabVIEW FPGA, VeriStand",Azure DevOps,Hybrid,Full-time,5+ years
1843982,IT szakértő,MÁV Szolgáltató Központ Zrt.,https://www.cvonline.hu/hu/allas/it-szakerto-1843982,2026-03-09,2026-03-17,False,Budapest,20526.00 EUR gross/month,English: B2,"Bachelor, Master",,"MS Windows, Android, MDM, AD, SCCM, MS Office, MS Excel",On-site,Full-time,3-5 years
1838728,Junior BI Developer,HAYS Hungary Kft.,https://www.cvonline.hu/hu/allas/bi-developer-1838728,2026-03-09,2026-03-10,False,Budapest,,English: B2,,"Power BI, Power Automate, MS Excel","Power BI, Power Automate",Hybrid,Full-time,2-3 years
1858273,Hálózati rendszermérnök (medior vagy senior),MÁV Szolgáltató Központ Zrt.,https://www.cvonline.hu/hu/allas/halozati-rendszermernok-medior-vagy-senior-1858273,2026-03-09,2026-03-25,True,Budapest,20526.00 EUR gross/month,,Bachelor,Linux,"Cisco, Fortinet, F5, Docker",On-site,Full-time,3-5 years
1858140,Intermediate QA Automation Engineer,HAYS Hungary Kft.,https://www.cvonline.hu/hu/allas/intermediate-qa-automation-engineer-1858140,2026-03-09,2026-03-25,True,Hungary,,,,"{'name': 'scripting language (not specified)', 'level': None}","Postman, Bruno, JMeter",,Full-time,5+ years
1858163,System Test Engineer (m/f/x),Vienna,https://www.cvonline.hu/hu/allas/system-test-engineer-m-f-x-1858163,2026-03-09,2026-03-09,False,Wien,3300 EUR brutto/month,"English: B2, Deutsch: B2","Abgeschlossene Ausbildung im technischen Bereich (HTL, FH, Universität)",,,Hybrid,Full-time,
1723529,Software Developer (m/w/d)*,Laendle,https://www.cvonline.hu/hu/allas/software-developer-m-w-d-1723529,2026-03-09,2026-03-09,False,Kennelbach,37289 EUR gross/year,"English: B2, German: native",Bachelor with IT-Schwerpunkt,"PLSQL, Perl","JIRA, Confluence",Hybrid,Full-time,1-3 years
1723530,EDI/API Projektkoordinator*in,Laendle,https://www.cvonline.hu/hu/allas/edi-api-projektkoordinatorin-1723530,2026-03-09,2026-03-09,False,Kennelbach,37289 EUR brutto p.a.,"Deutsch: B2, English: B2","HTL, HAK, Lehre",,"Jira, Confluence",,Full-time,3-5 years
1719935,DevOps Engineer Embedded Systems m/w/d,Laendle,https://www.cvonline.hu/hu/allas/devops-engineer-embedded-systems-m-w-d-1719935,2026-03-09,2026-03-09,False,,,,,,,,,
1719936,Embedded Software Developer m/w/d,Laendle,https://www.cvonline.hu/hu/allas/embedded-software-developer-m-w-d-1719936,2026-03-09,2026-03-09,False,,,,,,,,,
1719937,IT Systemadministrator:in,Laendle,https://www.cvonline.hu/hu/allas/it-technikerin-systemadministratorin-it-system-engineer-1719937,2026-03-09,2026-03-09,False,,,,,,,,,
1719939,Modern Workplace Consultant (m/w/d)*,Laendle,https://www.cvonline.hu/hu/allas/modern-workplace-consultant-m-w-d-1719939,2026-03-09,2026-03-09,False,Kennelbach,37289 EUR brutto p.a.,"English: B2, German: native",Bachelor (im Bereich IT),,Microsoft 365,Hybrid,Full-time,3-5 years
1853574,SAP business analyst,Hire-One Kft.,https://www.cvonline.hu/hu/allas/sap-business-analyst-1853574,2026-03-09,2026-03-25,True,,Competitive,"{'English': 'B2'}, {'Hungarian': 'Native'}",,ABAP,"SAP MM, SAP PP, S/4 Hana",Home-Office,Full-time,5+ years
1843826,Network Monitoring Systems Platform Engineer,Trenkwalder Kft,https://www.cvonline.hu/hu/allas/network-monitoring-systems-platform-engineer-1843826,2026-03-09,2026-03-16,False,,,"{'language': 'English', 'level': 'B2'}",,"Unix, Windows",OSS/infrastructure management tools,Hybrid,Full-time,3-5 years
1853457,Senior rendszermérnök (Linux rendszermérnök),Magyar Posta ZRt.,https://www.cvonline.hu/hu/allas/senior-rendszermernok-linux-rendszermernok-1853457,2026-03-09,2026-03-25,True,Budapest,,,,Red Hat Linux,"Satellite, IPA, Ansible, LVM, Shell/Bash, sFTP, FTP, HTTPS, TCP/IP",On-site with home office,Full-time,5+ years
1849041,Automatizálási rendszermérnök,Magyar Posta ZRt.,https://www.cvonline.hu/hu/allas/automatizalasi-rendszermernok-1849041,2026-03-09,2026-03-23,False,Budaörs,,English: B2,Bachelor,"Ms Windows Server, Linux","RavenDB, MSSQL, vmWare",Hybrid,Full-time,
1843777,Szoftvertesztelő,Starjobs Magyarország,https://www.cvonline.hu/hu/allas/szoftvertesztelo-1843777,2026-03-09,2026-03-16,False,,,"{'Language': 'English', 'Level': 'B2'}","Bachelor, Master, PhD",C#,"VisualStudio, GitHub, JIRA, Polarion",,Full-time,3-5 years
1843780,Logisztikai és E-szolgáltatások Üzemeltetési Osztályvezető,Magyar Posta ZRt.,https://www.cvonline.hu/hu/allas/logisztikai-es-e-szolgaltatasok-uzemeltetesi-osztalyvezeto-1843780,2026-03-09,2026-03-17,False,Budapest,,,Bachelor,"Docker, Kubernetes",Azure DevOps,Home-Office,Full-time,3-5 years
1838521,Senior rendszermérnök (IT tervezési rendszermérnök),Magyar Posta ZRt.,https://www.cvonline.hu/hu/allas/senior-rendszermernok-it-tervezesi-rendszermernok-1838521,2026-03-09,2026-03-16,False,Budapest,,"{'Language': 'English', 'Level': 'null'}",,,,On-site,Full-time,5+ years
1848994,Unreal Engine/C++ Developer,HAYS Hungary Kft.,https://www.cvonline.hu/hu/allas/unreal-engine-c-developer-1848994,2026-03-09,2026-03-23,False,Sweden,,English: B2,"Bachelor's degree in Computer Science, Software Engineering, or a related field","C++, .Net Blazor","Unreal Engine, Git, Bitbucket, Artifactory, Azure DevOps",,,
1848995,C#/.NET Developer,HAYS Hungary Kft.,https://www.cvonline.hu/hu/allas/c-net-developer-1848995,2026-03-09,2026-03-23,False,Sweden,,English: B2,"Bachelor's degree in Computer Science, Software Engineering, or a related field","C#, .Net, .Net Blazor","MS SQL, PostgreSQL, Git, Bitbucket, Artifactory, Azure DevOps",,,
1719744,Senior Systemadministrator (m/w/d) – Microsoft 365 / VMware / NetApp,Laendle,https://www.cvonline.hu/hu/allas/senior-systemadministrator-m-w-d-microsoft-365-vmware-netapp-1719744,2026-03-09,2026-03-09,False,,,"{'English': 'B2'}, {'German': 'native'}",Bachelor,PowerShell,"Microsoft 365, VMware vSphere/ESXi, NetApp-Storage-Systeme",,,3-5 years
1857844,Szoftver Technikus,Pannonjob Kft.,https://www.cvonline.hu/hu/allas/szoftver-technikus-1857844,2026-03-09,2026-03-25,True,Üllő,,English: B2,,,,,,
1843561,Solution Architect Specialist,Trenkwalder Kft,https://www.cvonline.hu/hu/allas/solution-architect-specialist-1843561,2026-03-09,2026-03-16,False,,,,,,,Hybrid,Full-time,5+ years
1838314,DevOps Engineer (mid-level / senior),Trenkwalder Kft,https://www.cvonline.hu/hu/allas/devops-engineer-mid-level-senior-1838314,2026-03-09,2026-03-09,False,,,"{'Language': 'English', 'Level': 'B2'}, {'Language': 'Hungarian', 'Level': None}","Bachelor, Master",Shell script,"Docker, Kubernetes, AWS or Azure cloud services, Terraform, Prometheus, Grafana, Datadog",,,3+ years
1853267,Informatikai szolgáltatás menedzsment munkatárs,MÁV Szolgáltató Központ Zrt.,https://www.cvonline.hu/hu/allas/informatikai-szolgaltatas-menedzsment-munkatars-1853267,2026-03-09,2026-03-25,True,Budapest,,English: B2,Bachelor,,,On-site,Full-time,0-1 years
1853243,Műszaki promóter,Mind-Diák Szövetkezet,https://www.cvonline.hu/hu/allas/muszaki-promoter-1853243,2026-03-09,2026-03-25,True,Soroksár,3500 Ft gross/hour,English,,,,On-site,Part-time,
1853247,Sales Support Intern,Mind-Diák Szövetkezet,https://www.cvonline.hu/hu/allas/sales-support-intern-1853247,2026-03-09,2026-03-25,True,,2500 Ft/hour gross,{'English': 'B2'},Active or passive student status at least two year finished,,"MS Office (Excel, Word, PowerPoint, Outlook)",Hybrid,Full-time,0-1 years
1843506,Rendszergazda gyakornok,Mind-Diák Szövetkezet,https://www.cvonline.hu/hu/allas/rendszergazda-gyakornok-1843506,2026-03-09,2026-03-16,False,Budapest,2145 Ft/óra gross/hour,,High School with Diploma,,"Windows, Linux",On-site,Full-time,
1715286,Data Engineer/Data Modeler für den Bereich Data & Analytics (m/w/d),Laendle,https://www.cvonline.hu/hu/allas/data-engineer-data-modeler-fur-den-bereich-data-analytics-m-w-d-1715286,2026-03-09,2026-03-09,False,Deutschland,,English: B2,Bachelor,"SQL, RDBMS, SSIS, Power BI, SSRS, SSAS","MS SQL-Server, ETL- und Reporting-Tools basierend auf MS BI Stack 2019",Hybrid,Full-time,
1853212,Microsoft Dynamics CRM Developer,Hire-One Kft.,https://www.cvonline.hu/hu/allas/microsoft-dynamics-crm-developer-1853212,2026-03-09,2026-03-25,True,,,English: B2,IT végzettség,"C#, .NET, JavaScript, Power Automate","Microsoft Dynamics CRM, PowerBI",Home-Office,,
1853220,Finance Data Analyst,Randstad Hungary Kft.,https://www.cvonline.hu/hu/allas/finance-data-analyst-1853220,2026-03-09,2026-03-25,True,,,English: Fluent,,"Power BI, DAX, Power Query, Python, VBA, SQL","Power Automate, Power Apps, Copilot",Hybrid,Full-time,
1853222,Agile Quality Engineer (Mobile  iOS & Android),Randstad Hungary Kft.,https://www.cvonline.hu/hu/allas/agile-quality-engineer-mobile-ios-android-1853222,2026-03-09,2026-03-25,True,Budapest,,,,,,Home-Office,Full-time,3-5 years
1843386,Teszt technikus,Randstad Hungary Kft.,https://www.cvonline.hu/hu/allas/teszt-technikus-1843386,2026-03-09,2026-03-17,False,Komárom,,English: B1,High School with Diploma,"Windows OS, MS Office, Linux, Ubuntu",,"3 műszakos munkarend, vagy folyamatos 12 óra vállalása",Full-time,
1843413,IT Projectmanager,Randstad Hungary Kft.,https://www.cvonline.hu/hu/allas/it-projectmanager-1843413,2026-03-09,2026-03-16,False,,,English: B2,,,"Jira, Confluence, Notion",Hybrid,Full-time,3-5 years
1843420,Szolgáltatásmenedzser (Bérszámfejtés tapasztalattal),Randstad Hungary Kft.,https://www.cvonline.hu/hu/allas/szolgaltatasmenedzser-berszamfejtes-tapasztalattal-1843420,2026-03-09,2026-03-17,False,,,English: B2,,,,Home office,,
1848719,Medior full stack PHP fejlesztőt,Viapan „Dologidő” Kft.,https://www.cvonline.hu/hu/allas/medior-full-stack-php-fejlesztot-1848719,2026-03-09,2026-03-14,False,Tata,,English: B2,Bachelor,"PHP, JavaScript","PostgreSQL, Linux",Hybrid,Full-time,
1848722,Senior Data Engineer,Randstad Hungary Kft.,https://www.cvonline.hu/hu/allas/senior-data-engineer-1848722,2026-03-09,2026-03-17,False,,,"{'Language': 'English', 'CEFR Level': None}",,Python,"Azure Data Factory, Microsoft SQL Server (MSSQL), Azure Cloud",Full Remote Opportunity,Full-time,
1843356,IT fejlesztőmérnök (Somogy megye),Hire-One Kft.,https://www.cvonline.hu/hu/allas/it-mernok-somogy-megye-1843356,2026-03-09,2026-03-14,False,,,"{'Language': 'English', 'Level': 'B2'}",Bachelor,"C#, .NET",MySQL,Home-Office,,3-5 years
1838104,CoreMedia Developer,Randstad Hungary Kft.,https://www.cvonline.hu/hu/allas/coremedia-developer-1838104,2026-03-09,2026-03-16,False,Hungary,,English: B2,"Bachelor, Master, PhD","Java, JavaScript, HTML, CSS, Spring Boot, REST, Docker, Grafana, NoSQL Databases (e.g. MongoDB)","CoreMedia Content Management System, Product Information Management system, Translation Management System, CI/CD pipelines, DevOps tools (e.g., Docker, Kubernetes, Azure DevOps), Agile development and tools",Hybrid,Full-time,
1843321,BUDAPEST - NUKLEÁRIS MÉRNÖK GYAKORNOK (DIÁKMUNKA),Job Force Iskolaszövetkezet,https://www.cvonline.hu/hu/allas/budapest-nuklearis-mernok-gyakornok-diakmunka-1843321,2026-03-09,2026-03-17,False,,2500 HUF/hour,English,Master (MsC),,,Full-time,Full-time,
1848614,Medior Szoftverfejlesztő (JAVA),HUNAM Personnel Solutions Kft.,https://www.cvonline.hu/hu/allas/medior-szoftverfejleszto-java-1848614,2026-03-09,2026-03-22,False,,,"{'Language': 'English', 'Level': 'B2'}",Bachelor,Java,"Dynatrace, Splunk, CloudWatch",,Full-time,3-5 years
1848615,Senior Tesztautomatizáló mérnök német nyelvtudással,HUNAM Personnel Solutions Kft.,https://www.cvonline.hu/hu/allas/senior-tesztautomatizalo-mernok-nemet-nyelvtudassal-1848615,2026-03-09,2026-03-13,False,Bécs,,"Német: B2, Angol",,"Java, Python","JMeter, Playwright, Katalon, Bamboo, Azure, Kubernetes, RabbitMQ, Argocd",Hybrid,Full-time,3-5 years
1848638,Senior fullstack fejlesztő (.NET),HUNAM Personnel Solutions Kft.,https://www.cvonline.hu/hu/allas/senior-fullstack-fejleszto-net-1848638,2026-03-09,2026-03-13,False,Budapest,,English: B2,Bachelor,"C#, .NET, Entity Framework, T-SQL, HTML, CSS, Javascript, Typescript","Redis, Elasticsearch",Hybrid (80-90% Home Office),Full-time,
1848640,Medior Tesztautomatizáló Mérnök,HUNAM Personnel Solutions Kft.,https://www.cvonline.hu/hu/allas/medior-tesztautomatizalo-mernok-1848640,2026-03-09,2026-03-22,False,Hungary,,English: B2,Bachelor,"Java, Python, JS, C#","Selenium WebDriver, Appium, Git/SVN",On-site,Full-time,2-3 years
1848652,SAP modulgazda,Work Force Kft.,https://www.cvonline.hu/hu/allas/sap-modulgazda-1848652,2026-03-09,2026-03-16,False,Budapest,,English,,SAP,SAP,Home office,Full-time,2-3 years
1857694,IT Security Expert (Public Key Infrastructure),Randstad Hungary Kft.,https://www.cvonline.hu/hu/allas/it-security-expert-public-key-infrastructure-1857694,2026-03-09,2026-03-25,True,Hungary,,,"Bachelor, Master, PhD",,"PKI solutions, Certificate Authorities (CAs), Hardware Security Modules (HSM)",Hybrid,Full-time,5+ years
1857686,Global DATA Engineer,Hire-One Kft.,https://www.cvonline.hu/hu/allas/global-data-engineer-1857686,2026-03-09,2026-03-18,False,,,"{'Language': 'English', 'Level': 'B2'}",,"dbt, SQL, PowerBI","Git, CI/CD",,,
1853099,IT Service Desk Agent - German speaking,Trenkwalder Kft,https://www.cvonline.hu/hu/allas/it-service-desk-agent-german-speaking-1853099,2026-03-09,2026-03-25,True,,,"German: B2, English: C1",Bachelor,,MS Office,Home-Office (50%),Full-time,
1843197,French speaking First Line Analyst,Trenkwalder Kft,https://www.cvonline.hu/hu/allas/french-speaking-first-line-analyst-1843197,2026-03-09,2026-03-11,False,,2000 EUR gross/month,"English: B2, French: Fluent",,,MS Office,,,
1843216,Chief Product Owner (m/w/d) CRM,Vienna,https://www.cvonline.hu/hu/allas/chief-product-owner-m-w-d-crm-1843216,2026-03-09,2026-03-14,False,Wien,"85,000 EUR gross/year",English: B2,Bachelor or comparable education,,,Hybrid (On-site with home office),Full-time,5+ years
1843217,Full-Stack-Developer (m/w/d),Vienna,https://www.cvonline.hu/hu/allas/full-stack-developer-m-w-d-1843217,2026-03-09,2026-03-14,False,Wien,55000 EUR gross/year + bonus,"English: B2, German: native",Bachelor or comparable qualification,"C#, .NET, ASP.NET Core","SQL Server, Azure",Hybrid (up to 3 days home office per week),Full-time,3-5 years
1848415,Diákmunka - Technical Writer,MŰISZ Iskolaszövetkezet,https://www.cvonline.hu/hu/allas/diakmunka-technical-writer-1848415,2026-03-09,2026-03-22,False,Bérezés,,English: B2,"Ongoing studies in IT/economics/technology/engineering, High School with Diploma",,Grafana,Hybrid,Full-time,0-1 years
1848436,Diákmunka - C++ programozó,MŰISZ Iskolaszövetkezet,https://www.cvonline.hu/hu/allas/diakmunka-c-programozo-1848436,2026-03-09,2026-03-22,False,,2500 HUF/hour,,"17 years or older, daytime students with a valid contract","C++, C#",,,,1-2 years
1848437,Diákmunka - IT biztonsági tanácsadó,MŰISZ Iskolaszövetkezet,https://www.cvonline.hu/hu/allas/diakmunka-it-biztonsagi-tanacsado-1848437,2026-03-09,2026-03-22,False,,2400 Ft/hour,,Bachelor,,"MS Office, Outlook",On-site,Full-time,
1853016,IT Operátor,Magyar Posta ZRt.,https://www.cvonline.hu/hu/allas/it-operator-1853016,2026-03-09,2026-03-25,True,Budapest,,,Bachelor,,Powershell,Hybrid,Full-time,1-3 years
1853025,Diákmunka - Onsite Services Technician Intern,MŰISZ Iskolaszövetkezet,https://www.cvonline.hu/hu/allas/diakmunka-onsite-services-technician-intern-1853025,2026-03-09,2026-03-25,True,Hungary,2200 HUF/hour,"English: B2, Hungarian: B2",Ongoing studies in a university,,,On-site,Internship,0-1 years
1843073,IT Üzleti elemző,Magyar Posta ZRt.,https://www.cvonline.hu/hu/allas/it-uzleti-elemzo-1843073,2026-03-09,2026-03-16,False,Budapest,,"{'Language': 'English', 'CEFR Level': 'null'}","Bachelor, Master, PhD",,"MS Visio, BPMN 2.0, UML",On-site with home office,Full-time,3-5 years
1843095,SAP DevOps témavezető szakértő (SAP modulgazda),Magyar Posta ZRt.,https://www.cvonline.hu/hu/allas/sap-devops-temavezeto-szakerto-sap-modulgazda-1843095,2026-03-09,2026-03-16,False,Budapest,,English: B2,Bachelor,,"SAP S/4HANA, FIORI",Home-Office,Full-time,3-5 years
1843055,FULL STACK JAVA FEJLESZTŐ,BECK AND PARTNERS Kft.,https://www.cvonline.hu/hu/allas/full-stack-java-fejleszto-1843055,2026-03-09,2026-03-14,False,"Budapest, VIII. kerület",,English: B2,Bachelor,"Java, Spring, SQL, Angular, Python","AWS, Docker, Kubernetes, JUnit, Mockito, SNS, SQS, Kafka",Hybrid,Full-time,7+ years
1843031,ERP támogató (IT),Carl Zeiss Vision Hungary Kft.,https://www.cvonline.hu/hu/master/allas/erp-tamogato-it-1843031,2026-03-09,2026-03-14,False,Mátészalka,,English: B2,Bachelor or higher in Informatics/Engineering,"SQL, Linux, Windows, PHP","Oracle, Microsoft Power BI, Microsoft Visio",,Full-time,
1848309,Application Operation and Maintenance Specialist (REF5123I),Deutsche Telekom IT Solutions,https://www.cvonline.hu/hu/allas/application-operation-and-maintenance-specialist-ref5123i-1848309,2026-03-09,2026-03-17,False,Hungary,,German: B2,,,,Home-Office,Full-time,5+ years
1848310,Application Operation and Maintenance Specialist (REF5123I),Deutsche Telekom IT Solutions,https://www.cvonline.hu/hu/allas/application-operation-and-maintenance-specialist-ref5123i-1848310,2026-03-09,2026-03-17,False,Hungary,,German: B2,,,,Home-Office,Full-time,5+ years
1848311,Application Operation and Maintenance Specialist (REF5123I),Deutsche Telekom IT Solutions,https://www.cvonline.hu/hu/allas/application-operation-and-maintenance-specialist-ref5123i-1848311,2026-03-09,2026-03-17,False,Hungary,,German: B2,,,,Home-Office,Full-time,5+ years
1848312,Application Operation and Maintenance Specialist (REF5123I),Deutsche Telekom IT Solutions,https://www.cvonline.hu/hu/allas/application-operation-and-maintenance-specialist-ref5123i-1848312,2026-03-09,2026-03-17,False,Hungary,,German: B2,,,,Home-Office,Full-time,5+ years
1843004,3D Artist,HAYS Hungary Kft.,https://www.cvonline.hu/hu/allas/3d-artist-1843004,2026-03-09,2026-03-14,False,,,English,Bachelor,,"Maya, Blender, 3ds Max, ZBrush, Substance Painter/Designer, Unreal Engine",,Full-time,3-5 years
1857661,SENIOR JAVA FEJLESZTŐ,BECK AND PARTNERS Kft.,https://www.cvonline.hu/hu/allas/senior-java-fejleszto-1857661,2026-03-09,2026-03-25,True,Budapest,,"{'Language': 'English', 'CEFR Level': 'B2'}",Bachelor,"Java, Spring (Spring Boot), Hibernate/JPA","Git, Maven/Gradle, IntelliJ/Eclipse/VS Code",Hybrid,Full-time,5+ years
1857834,Diákmunka - Junior műszaki adminisztrátor,MŰISZ Iskolaszövetkezet,https://www.cvonline.hu/hu/allas/diakmunka-junior-muszaki-adminisztrator-1857834,2026-03-09,2026-03-25,True,,2300 Ft/hour,,"Bachelor, Master, PhD (in fields like electrical engineering, mechanical engineering, mechatronics)",,MS Office,Part-time (minimum 20 hours/week with flexible schedule),Full-time,0-1 years
1857760,Senior Full Stack Developer,HAYS Hungary Kft.,https://www.cvonline.hu/hu/allas/senior-full-stack-developer-1857760,2026-03-09,2026-03-23,False,Hungary,,,,"{'Frontend': ['React', 'JavaScript', 'TypeScript']}, {'Backend': ['Java 11/17/21/22', 'Spring Boot']}","GitHub, GitLab, Oracle Database, Liquibase, HBase",,Full-time,5+ years
1852712,Szoftver technikus,Pannonjob Kft.,https://www.cvonline.hu/hu/allas/szoftver-technikus-1852712,2026-03-09,2026-03-25,True,Vecsési járás,,English: B1,High School with Diploma,Linux,,,Full-time,0-1 years
1857537,Diákmunka -  Automation and reporting developer gyakornok,MŰISZ Iskolaszövetkezet,https://www.cvonline.hu/hu/allas/diakmunka-automation-and-reporting-developer-gyakornok-1857537,2026-03-09,2026-03-25,True,Hungary,2800-3000 HUF/hour,,Bachelor,"Python, SQL","Power BI, Playwright, Selenium",Hybrid,Full-time,0-1 years
1857222,Lehrling (m/w/d) für den Lehrberuf Mechatronik / Hauptmodul Automatisierungstechnik,Vienna,https://www.cvonline.hu/hu/allas/lehrling-m-w-d-fur-den-lehrberuf-mechatronik-hauptmodul-automatisierungstechnik-1857222,2026-03-09,2026-03-25,True,Mödling,1155 EUR brutto/month,,High School with Diploma,,,,Full-time,
1852651,E-Sport Streamer,Pannon-Work Cégcsoport,https://www.cvonline.hu/hu/allas/e-sport-streamer-1852651,2026-03-09,2026-03-25,True,,,English: B2,,,,,Full-time,
1718841,Teamleiter CRM-Entwicklung MS Dynamics 365 (m/w/d),Laendle,https://www.cvonline.hu/hu/allas/teamleiter-crm-entwicklung-ms-dynamics-365-m-w-d-1718841,2026-03-09,2026-03-09,False,,,"English, German",Bachelor,"JavaScript, C#, .Net","MS Dynamics CRM, Power Automate, Power Apps, Azure DevOps",,Full-time,3-5 years
