job_id,title,company,url,first_seen,last_seen,active,Location,Salary,Language Requirements,Suitable for,Programming Languages,Required Software / Tools,Work Arrangement,Job Type,Experience Level
5186293,Senior ICT analytik (m/ž) | Trenčín,"Slovenské elektrárne, a.s.",https://www.profesia.sk/praca/slovenske-elektrarne/O5186293?search_id=8f71d9ad-6fce-4454-950e-491a37b5602d,2025-11-04,2025-12-17,False,Trenčín,2000 EUR gross/month,,,"Java, Python","BPMN, UML, MS SQL, PostgreSQL, Oracle, DMS",On-site,Full-time,3-5 years
5186237,Komponentový inžinier pre oblasť elektrických točivých a netočivých strojov (m/ž) |Trenčín,"Slovenské elektrárne, a.s.",https://www.profesia.sk/praca/slovenske-elektrarne/O5186237?search_id=8f71d9ad-6fce-4454-950e-491a37b5602d,2025-11-04,2025-11-24,False,Trenčín,2034 EUR gross/month,,,,MS Office,On-site,Full-time,5+ years
5186236,Komponentový inžinier pre oblasť elektrických točivých a netočivých strojov (m/ž) | Čierny Váh,"Slovenské elektrárne, a.s.",https://www.profesia.sk/praca/slovenske-elektrarne/O5186236?search_id=8f71d9ad-6fce-4454-950e-491a37b5602d,2025-11-04,2025-11-24,False,Liptovský Hrádok,2034 EUR gross/month,,"elektrikár/elektrikárka, študentov",,MS Office,On-site,Full-time,3-5 years
5179414,Špecialista Tipérskej komunity (práca pre študenta),"N I K É , spol. s r.o.",https://www.profesia.sk/praca/n-i-k-e/O5179414?search_id=8f71d9ad-6fce-4454-950e-491a37b5602d,2025-11-04,2025-11-04,False,Bratislava,6 EUR/hod.,,student,,,Home-Office,Half-time,0-1 years
5168044,Java Developer for Automatic Driving Trains,Siemens Slovensko,https://www.profesia.sk/praca/siemens-slovensko/O5168044?search_id=8f71d9ad-6fce-4454-950e-491a37b5602d,2025-11-04,2025-11-04,False,Žilina,2000 EUR gross/month,English: B2,,Java,"Spring Boot, Gitlab, Git, XML, XSD, JSON, TLS, PKI, Docker, Linux",Hybrid,Full-time,5+ years
5175141,Senior Frontend/Fullstack Developer,"N I K É , spol. s r.o.",https://www.profesia.sk/praca/n-i-k-e/O5175141?search_id=8f71d9ad-6fce-4454-950e-491a37b5602d,2025-11-04,2025-11-24,False,Bratislava,2500 EUR gross/month,,"Frontend programátor, Backend programátor, Java programátor, Javascript programátor, Softvérový inžinier","JS/TS, React, Java, Node, SQL","Webpack/Vite, Zepline, Figma, Storybook, Spring Boot, PostgreSQL, Redis, RestAPI, Kafka, Gitlab",On-site,Full-time,5+ years
5175139,Senior Java Developer,"N I K É , spol. s r.o.",https://www.profesia.sk/praca/n-i-k-e/O5175139?search_id=8f71d9ad-6fce-4454-950e-491a37b5602d,2025-11-04,2026-01-06,False,Bratislava,2500 EUR gross/month,,"Backend developer, Fullstack developer, Java backend developer","Java, Kotlin","IDEA, maven, git/gitlab, JIRA, Confluence, javarx, webflux, kafka-streams, reactor, r2dbc, Spring, Spring Boot, PostgreSQL, Ignite, Kafka, Linux CentOS, Saltstack, Jenkins, Nexus, Prometheus, Grafana, Alertmanager, Elastic, Kibana, JavaFX, Flutter",On-site,Full-time,5+ years
5171710,Employee Central Test Lead,Deutsche Telekom IT Solutions Slovakia,https://www.profesia.sk/praca/deutsche-telekom-it-solutions-slovakia/O5171710?search_id=8f71d9ad-6fce-4454-950e-491a37b5602d,2025-11-04,2026-03-25,True,Košice,1800 EUR gross/month,"English: B2, German: B2",,,Employee Central,On-site with home office,Full-time,5+ years
5171694,Employee Central Compensation Specialist,Deutsche Telekom IT Solutions Slovakia,https://www.profesia.sk/praca/deutsche-telekom-it-solutions-slovakia/O5171694?search_id=8f71d9ad-6fce-4454-950e-491a37b5602d,2025-11-04,2026-02-03,False,Košice,2200 EUR gross/month,"English: mandatory, German: optional",,,"Employee Central, SAP HCM",On-site with home office,Full-time,5+ years
5171688,Employee Central Process Automation Lead,Deutsche Telekom IT Solutions Slovakia,https://www.profesia.sk/praca/deutsche-telekom-it-solutions-slovakia/O5171688?search_id=4ffbfa32-16eb-4568-a940-aa6b834a09e7,2025-11-04,2026-03-22,False,Košice,2200 EUR gross/month,"English: mandatory, German: optional",,,"Employee Central, Open Text",On-site with home office,Full-time,5+ years
5171683,Employee Central Lead,Deutsche Telekom IT Solutions Slovakia,https://www.profesia.sk/praca/deutsche-telekom-it-solutions-slovakia/O5171683?search_id=4ffbfa32-16eb-4568-a940-aa6b834a09e7,2025-11-04,2026-03-25,True,Košice,3500 EUR gross/month,"English: mandatory, German: optional",,,"SAP Successfactors, Employee Central",On-site with home office,Full-time,5+ years
5171501,Security Technik Administrator - 12-hour shift schedule (day or night shifts),Deutsche Telekom IT Solutions Slovakia,https://www.profesia.sk/praca/deutsche-telekom-it-solutions-slovakia/O5171501?search_id=4ffbfa32-16eb-4568-a940-aa6b834a09e7,2025-11-04,2025-11-24,False,Košice,1300 EUR gross/month,English: B2,,,"ITIL V4 Foundation, IPsec, SSL VPNs, Proxy, Reverse proxy services, Firewalls, Next-generation firewalls",On-site,Full-time,1-3 years
5171137,C++ Developer,"Kistler Bratislava, s.r.o.",https://www.profesia.sk/praca/kistler-bratislava/O5171137?search_id=4ffbfa32-16eb-4568-a940-aa6b834a09e7,2025-11-04,2025-11-24,False,Bratislava,2700 EUR gross/month,English: B2,,"C++, Embedded C++, React","Yocto, Jenkins CI, Docker, GitLab, SonarQube, git",Hybrid,Full-time,3-5 years
5171034,Biznis analytik - senior pre Odd. zab.úverov pre FO,"Tatra banka, a.s.",https://www.profesia.sk/praca/tatra-banka/O5171034?search_id=4ffbfa32-16eb-4568-a940-aa6b834a09e7,2025-11-04,2025-11-18,False,Bratislava,2600 EUR gross/month,English: C1,students,"Python, SQL","Oracle SQL Developer, PowerBI, SAS Data Miner",On-site,Full-time,3-5 years
5154419,Solution Engineer,Siemens Slovensko,https://www.profesia.sk/praca/siemens-slovensko/O5154419?search_id=4ffbfa32-16eb-4568-a940-aa6b834a09e7,2025-11-04,2025-11-04,False,Žilina,2800 EUR gross/month,English: B2,,,,Hybrid,Full-time,3-5 years
3859622,ServiceNow Developer,"Accenture, s.r.o.",https://www.profesia.sk/praca/accenture/O3859622?search_id=4ffbfa32-16eb-4568-a940-aa6b834a09e7,2025-11-04,2026-03-25,True,,3000 - 4600 EUR gross/month,English: B2,,"JavaScript, AngularJS, Bootstrap, jQuery","ServiceNow, REST/SOAP APIs, XML, JSON, HTML, CSS, AJAX, MySQL, Oracle",Home-Office,Full-time,5+ years
5131272,Team Leader,Siemens Slovensko,https://www.profesia.sk/praca/siemens-slovensko/O5131272?search_id=4ffbfa32-16eb-4568-a940-aa6b834a09e7,2025-11-04,2026-01-06,False,Bratislava,3000 EUR gross/month,English: B2,,"C#, C++, Java",,Hybrid,Full-time,3-5 years
5101495,Senior DevOps Engineer for PACCA program,Deutsche Telekom IT Solutions Slovakia,https://www.profesia.sk/praca/deutsche-telekom-it-solutions-slovakia/O5101495?search_id=4ffbfa32-16eb-4568-a940-aa6b834a09e7,2025-11-04,2026-03-25,True,Košice,2600 EUR gross/month,English: B2,,"Bash, Python","AWS, Azure, Docker, K8S, Kubernetes, OpenShift, Git, Jenkins, GitLab, Ansible, ELK, Prometheus, Icinga, Jaeger, Grafana, IBM Concert",On-site with home office,Full-time,3-5 years
5042597,Senior Java Developer - project Gigabit + Sign on Bonus 2000 EUR,Deutsche Telekom IT Solutions Slovakia,https://www.profesia.sk/praca/deutsche-telekom-it-solutions-slovakia/O5042597?search_id=4ffbfa32-16eb-4568-a940-aa6b834a09e7,2025-11-04,2026-03-25,True,,3100 - 3700 EUR/month,English: B2,,"Java, Spring Boot, Quarkus","AWS, Azure, Google Cloud, Kubernetes, Docker, Microservices, Git",Home-Office,Full-time,5+ years
5186234,Solution Application Architect (Azure),Pro HR,https://www.profesia.sk/praca/pro-hr/O5186234?search_id=4ffbfa32-16eb-4568-a940-aa6b834a09e7,2025-11-04,2025-11-24,False,Bratislava,4500 EUR gross/month,English: B2,,,"Git, GitLab Runners for CI, Docker, Ansible, Terraform, Kubernetes, Azure DevOps, Jenkins, Azure Cloud Services, MS Azure, GCP, Helm charts, Maven, Gradle, Azure networking, Azure storage security, MMS policies, Cloudflare, Sonar scan",Hybrid,Full-time,3-5 years
5186233,IT Project Manager,Pro HR,https://www.profesia.sk/praca/pro-hr/O5186233?search_id=4ffbfa32-16eb-4568-a940-aa6b834a09e7,2025-11-04,2025-11-24,False,Bratislava,3800 EUR gross/month,"English: B2, English: advanced",,,,Hybrid,Full-time,3-5 years
5172534,Cybersecurity Enthusiast Wanted!,"ESET, spol. s r.o.",https://www.profesia.sk/praca/eset/O5172534?search_id=4ffbfa32-16eb-4568-a940-aa6b834a09e7,2025-11-04,2025-11-24,False,Bratislava,1600 EUR gross/month,English: B2,Entry Level,"PowerShell, Python, Javascript, Bash, LUA","EDR, XDR, SIEM, SOAR, Splunk, QRadar, Elasticsearch, ArcSight",On-site with home office,Full-time,0-1 years
5186201,IT (ERP/CRM) konzultant / analytik,Strauberi s. r. o.,https://www.profesia.sk/praca/strauberi/O5186201?search_id=4ffbfa32-16eb-4568-a940-aa6b834a09e7,2025-11-04,2026-01-06,False,Košice,1700 EUR gross/month,English: B2,,,"Odoo, CRM, ERP",Hybrid,Full-time,3-5 years
5186194,Produktový špecialista/špecialistka odd. Multichannel,"Všeobecná úverová banka, a.s., Intesa Sanpaolo",https://www.profesia.sk/praca/vseobecna-uverova-banka-intesa-sanpaolo/O5186194?search_id=4ffbfa32-16eb-4568-a940-aa6b834a09e7,2025-11-04,2025-11-17,False,Bratislava,1800 EUR gross/month,English: C1,"technological innovation, technology, electronic banking, process analysis, product management",,,Hybrid,Full-time,1-3 years
5186193,ERP Enterprise Architect (IFS Cloud Transformation),NonStop Consulting Ltd,https://www.profesia.sk/praca/nonstop-consulting-ltd/O5186193?search_id=4ffbfa32-16eb-4568-a940-aa6b834a09e7,2025-11-04,2025-11-24,False,Remote,4000 EUR gross/month,English: C1,,,IFS Cloud,Home-Office,Full-time,5+ years
5163608,SAP S4 IT Solutions - FI AR Consultant,"Kyndryl Services Slovensko, spol. s r.o.",https://www.profesia.sk/praca/kyndryl-services-slovensko/O5163608?search_id=4ffbfa32-16eb-4568-a940-aa6b834a09e7,2025-11-04,2025-11-24,False,Bratislava,3330 EUR gross/month,English: B2,"Bachelor, Master, PhD",,"SAP FI-AR, SAP ECC, SAP S/4HANA, FSCM, SD, CO, ABAP, Fiori",On-site with home office,Full-time,2-5 years
5159908,Senior Java Software Engineer (Air Traffic Management),FREQUENTIS Solutions & Services s. r. o.,https://www.profesia.sk/praca/frequentis-solutions-services/O5159908?search_id=4ffbfa32-16eb-4568-a940-aa6b834a09e7,2025-11-04,2026-02-03,False,Bratislava,4000 EUR gross/month,English: B2,"University education (Bachelor's degree), University education (Master's degree), Postgraduate (Doctorate)","Java, JavaScript","Maven, Git, Docker, Jenkins, React, CSS, Akka, JSON, RabbitMQ/AMQP, WebSocket, HTTP/REST, SIP/SDP, JUNIT tests, CATS, etcd, Zabbix, OpenSearch/Kibana, Jama, JIRA, Confluence, Windows, UNIX/Linux",Hybrid,Full-time,5+ years
5186172,Senior IT Infrastructure Engineer | Global Cloud Transformation - Remote,NonStop Consulting Ltd,https://www.profesia.sk/praca/nonstop-consulting-ltd/O5186172?search_id=4ffbfa32-16eb-4568-a940-aa6b834a09e7,2025-11-04,2025-11-24,False,,4000 - 5000 EUR/month,English: C1,,,"Azure, VMware, Hyper-V",Home-Office,Full-time,5+ years
5186171,DevOps Engineer,IT-Impulse s. r. o.,https://www.profesia.sk/praca/it-impulse/O5186171?search_id=4ffbfa32-16eb-4568-a940-aa6b834a09e7,2025-11-04,2025-11-24,False,,2500 EUR gross/month,English: B2,"Follow-up/Higher Professional Education, Bachelor, Master, PhD",,"RedHat Openshift, ElasticSearch, Fluentd/Logstash, Kibana, Grafana, Prometheus, GitLab, JFrog Artifactory, JFrog X, Keycloak/RH SSO, Kafka/Eventstream, API Gateway kong, Docker, Kubernetes, Ansible, ArgoCD, Oracle, MySQL, MariaDB, PostgreSQL",Home-Office,Full-time,5+ years
5186166,BI Developer – Power BI / Azure Data Platform - Remote,NonStop Consulting Ltd,https://www.profesia.sk/praca/nonstop-consulting-ltd/O5186166?search_id=1f1ae081-2049-4954-88a2-2a50e8ba8cf8,2025-11-04,2025-11-24,False,,3000 - 4500 EUR/month,English: C1,,"DAX, SQL","Power BI, Microsoft Fabric, Azure Synapse, Databricks, Power Platform",Home-Office,Full-time,3-5 years
5186161,IT Biznis Analytik,CODERAMA s. r. o.,https://www.profesia.sk/praca/coderama/O5186161?search_id=1f1ae081-2049-4954-88a2-2a50e8ba8cf8,2025-11-04,2025-11-24,False,Praha,3000 - 6000 EUR/mesiac,"English: C1, Slovak: C1","stredoškolské s maturitou, nadstavbové/vyššie odborné vzdelanie, vysokoškolské I. stupňa, vysokoškolské II. stupňa, vysokoškolské III. stupňa",,"X-Ray Search, Tricentis Tosca, Amazon Web Services (AWS), CI/CD pipeline",Hybrid,Full-time,5+ years
5186141,Xray Support Engineer,CODERAMA s. r. o.,https://www.profesia.sk/praca/coderama/O5186141?search_id=1f1ae081-2049-4954-88a2-2a50e8ba8cf8,2025-11-04,2025-11-24,False,,3000 - 6000 EUR/month,"English: C1, Slovak: C1","IT tester, IT/Technical Support Specialist, Programátor",,"Idera Xray, Tricentis Tosca, LoadRunner Enterprise, LiveCompare, ServiceNow, AWS, CI/CD, IaC, FinOps",Home-Office,Full-time,5+ years
5186137,Andorid Developer,Sygic a. s.,https://www.profesia.sk/praca/sygic/O5186137?search_id=1f1ae081-2049-4954-88a2-2a50e8ba8cf8,2025-11-04,2025-11-24,False,Brno,2600 EUR gross/month,"Slovak: B2, Czech: B2, English: B2",,Kotlin,"Azure DevOps, Git, JUnit, Dagger2",Hybrid,Full-time,3-5 years
5186110,Jira developer / Atlassian expert,"Centila, s. r. o.",https://www.profesia.sk/praca/centila/O5186110?search_id=1f1ae081-2049-4954-88a2-2a50e8ba8cf8,2025-11-04,2025-11-24,False,Bratislava,3000 EUR gross/month,"English: C1, Slovak: C2","High School with Diploma, Bachelor, Master, PhD",,"Jira, Confluence, Bitbucket, Bamboo",Hybrid,Full-time,3-5 years
5184955,Delivery Manager,"Seyfor Slovensko, a.s.",https://www.profesia.sk/praca/seyfor-slovensko/O5184955?search_id=1f1ae081-2049-4954-88a2-2a50e8ba8cf8,2025-11-04,2025-11-24,False,Bratislava,3400 EUR gross/month,English: B2,,,Microsoft Dynamics 365 Business Central,Hybrid,Full-time,5+ years
5169220,Biznis analytik,"Prima banka Slovensko, a.s.",https://www.profesia.sk/praca/prima-banka-slovensko/O5169220?search_id=1f1ae081-2049-4954-88a2-2a50e8ba8cf8,2025-11-04,2026-03-25,True,Bratislava,1500 EUR gross/month,,,SQL,"Microsoft Excel, Microsoft Word, Microsoft PowerPoint, SQL",On-site,Full-time,1-3 years
5186097,Senior AI Python Software Engineer,ableneo Slovensko s.r.o.,https://www.profesia.sk/praca/ableneo-slovensko/O5186097?search_id=1f1ae081-2049-4954-88a2-2a50e8ba8cf8,2025-11-04,2025-11-24,False,Bratislava,3500 EUR gross/month,"Slovak: C1, English: B2","Secondary with school-leaving examination, Bachelor, Master, PhD",Python,"GitLab, Jira, CI/CD, FastAPI, SQL, NoSQL, Elastic, Azure AI Search, Kubernetes",On-site with home office,Full-time,5+ years
