job_id,title,company,url,first_seen,last_seen,active,Location,Salary,Language Requirements,Education,Programming Languages,Required Software / Tools,Work Arrangement,Job Type,Experience Level
1719939,Modern Workplace Consultant (m/w/d)*,Laendle,https://www.cvonline.hu/hu/allas/modern-workplace-consultant-m-w-d-1719939,2026-03-09,2026-03-09,False,Kennelbach,37289 EUR gross/year,"German: C1, English: C1",Bachelor,,Microsoft 365,Hybrid,Full-time,3-5 years
1853574,SAP business analyst,Hire-One Kft.,https://www.cvonline.hu/hu/allas/sap-business-analyst-1853574,2026-03-09,2026-03-25,True,,Competitive salary,"Hungarian: Fluent, English: Fluent",,ABAP,"SAP MM, SAP PP, S/4 Hana, MES",Hybrid,Full-time,5+ years
1843826,Network Monitoring Systems Platform Engineer,Trenkwalder Kft,https://www.cvonline.hu/hu/allas/network-monitoring-systems-platform-engineer-1843826,2026-03-09,2026-03-16,False,,,English: C1,,,OSS/infrastructure management tools,Hybrid,Full-time,3-5 years
1853457,Senior rendszermérnök (Linux rendszermérnök),Magyar Posta ZRt.,https://www.cvonline.hu/hu/allas/senior-rendszermernok-linux-rendszermernok-1853457,2026-03-09,2026-03-25,True,Budapest,,,,Shell/Bash,"Red Hat Linux, KVM, Red Hat Satellite, IPA/LDAP, Ansible, LVM, sFTP, FTP, HTTPS, TCP/IP",Hybrid,Full-time,5+ years
1849041,Automatizálási rendszermérnök,Magyar Posta ZRt.,https://www.cvonline.hu/hu/allas/automatizalasi-rendszermernok-1849041,2026-03-09,2026-03-23,False,Budaörs,,English: B2,High School with Diploma,,"Microsoft Server, Linux Server, RavenDB, MSSQL, vmWare",On-site,Full-time,3-5 years
1843777,Szoftvertesztelő,Starjobs Magyarország,https://www.cvonline.hu/hu/allas/szoftvertesztelo-1843777,2026-03-09,2026-03-16,False,,,English: C1,"Bachelor, Master, PhD",C#,"VisualStudio, GitHub, JIRA, Polarion",Hybrid,Full-time,3-5 years
1843780,Logisztikai és E-szolgáltatások Üzemeltetési Osztályvezető,Magyar Posta ZRt.,https://www.cvonline.hu/hu/allas/logisztikai-es-e-szolgaltatasok-uzemeltetesi-osztalyvezeto-1843780,2026-03-09,2026-03-17,False,Budapest,,,Bachelor,,"Azure DevOps, OKD, Red Hat Openshift, Docker, Kubernetes",On-site,Full-time,3-5 years
1838521,Senior rendszermérnök (IT tervezési rendszermérnök),Magyar Posta ZRt.,https://www.cvonline.hu/hu/allas/senior-rendszermernok-it-tervezesi-rendszermernok-1838521,2026-03-09,2026-03-16,False,Budapest,,English: B2,,,"Microsoft Azure, Microsoft Windows Server, ITIL",On-site,Full-time,5+ years
1848994,Unreal Engine/C++ Developer,HAYS Hungary Kft.,https://www.cvonline.hu/hu/allas/unreal-engine-c-developer-1848994,2026-03-09,2026-03-23,False,,,English: C1,Bachelor,"C++, .Net Blazor","Unreal Engine, Git, Bitbucket, Artifactory, Azure DevOps",On-site,Full-time,5+ years
1848995,C#/.NET Developer,HAYS Hungary Kft.,https://www.cvonline.hu/hu/allas/c-net-developer-1848995,2026-03-09,2026-03-23,False,,,English: C1,Bachelor,"C#, .NET, Blazor","REST APIs, MS SQL, PostgreSQL, Git, Bitbucket, Artifactory, Azure DevOps",On-site,Full-time,3-5 years
1719744,Senior Systemadministrator (m/w/d) – Microsoft 365 / VMware / NetApp,Laendle,https://www.cvonline.hu/hu/allas/senior-systemadministrator-m-w-d-microsoft-365-vmware-netapp-1719744,2026-03-09,2026-03-09,False,,,"German: C1, English: B2",Bachelor,PowerShell,"Microsoft 365, Exchange Online, Teams, SharePoint, Intune, Azure AD, VMware vSphere, ESXi, vCenter, NetApp-Storage, ONTAP, SnapMirror, SnapVault, Windows Server, Active Directory, DNS/DHCP, Netzwerken, IT-Sicherheit",Hybrid,Full-time,5+ years
1857844,Szoftver Technikus,Pannonjob Kft.,https://www.cvonline.hu/hu/allas/szoftver-technikus-1857844,2026-03-09,2026-03-25,True,Üllő,,English: A2,,,,On-site,Full-time,1-3 years
1843555,Senior SAP Consultant (w/m/x),Vienna,https://www.cvonline.hu/hu/allas/senior-sap-consultant-w-m-x-1843555,2026-03-09,2026-03-14,False,Austria,,"German: C1, English: B2",Master,,SAP,On-site with home office,Full-time,3-5 years
1843561,Solution Architect Specialist,Trenkwalder Kft,https://www.cvonline.hu/hu/allas/solution-architect-specialist-1843561,2026-03-09,2026-03-16,False,,,,,,,Hybrid,Full-time,5+ years
1838314,DevOps Engineer (mid-level / senior),Trenkwalder Kft,https://www.cvonline.hu/hu/allas/devops-engineer-mid-level-senior-1838314,2026-03-09,2026-03-09,False,,,"English: C1, Hungarian: C1",Bachelor,Shell scripting,"Docker, Kubernetes, Helm, Terraform, Prometheus, Grafana, Datadog, PostgreSQL, RabbitMQ",Home-Office,Full-time,3-5 years
1853267,Informatikai szolgáltatás menedzsment munkatárs,MÁV Szolgáltató Központ Zrt.,https://www.cvonline.hu/hu/allas/informatikai-szolgaltatas-menedzsment-munkatars-1853267,2026-03-09,2026-03-25,True,Budapest,,English: B2,Bachelor,,,On-site,Full-time,5+ years
1853243,Műszaki promóter,Mind-Diák Szövetkezet,https://www.cvonline.hu/hu/allas/muszaki-promoter-1853243,2026-03-09,2026-03-25,True,Soroksár,1882 HUF/hour gross + sales bonus,,,,,On-site,Half-time,0-1 years
1853247,Sales Support Intern,Mind-Diák Szövetkezet,https://www.cvonline.hu/hu/allas/sales-support-intern-1853247,2026-03-09,2026-03-25,True,,2500 HUF/hour gross,English: C1,,,"SAP, MS Office (Excel, Word, PowerPoint, Outlook)",Hybrid,Full-time,0-1 years
1843506,Rendszergazda gyakornok,Mind-Diák Szövetkezet,https://www.cvonline.hu/hu/allas/rendszergazda-gyakornok-1843506,2026-03-09,2026-03-16,False,Budapest,2145 HUF/hour,,Bachelor,,"Windows, Linux, Active Directory",On-site,Half-time,0-1 years
1715286,Data Engineer/Data Modeler für den Bereich Data & Analytics (m/w/d),Laendle,https://www.cvonline.hu/hu/allas/data-engineer-data-modeler-fur-den-bereich-data-analytics-m-w-d-1715286,2026-03-09,2026-03-09,False,,,German: B2,Bachelor,SQL,"MS SQL-Server, SSIS, Power BI, SSRS, SSAS",Hybrid,Full-time,3-5 years
1853212,Microsoft Dynamics CRM Developer,Hire-One Kft.,https://www.cvonline.hu/hu/allas/microsoft-dynamics-crm-developer-1853212,2026-03-09,2026-03-25,True,,,English: C1,Bachelor,"C#, .NET, JavaScript, Power Automate","Microsoft Dynamics CRM, PowerBI",Home-Office,Full-time,5+ years
1853220,Finance Data Analyst,Randstad Hungary Kft.,https://www.cvonline.hu/hu/allas/finance-data-analyst-1853220,2026-03-09,2026-03-25,True,,,English: C1,,"DAX, VBA, Python, SQL","Power BI, Excel, Power Platform, Power Automate, Power Apps",Hybrid,Full-time,3-5 years
1853222,Agile Quality Engineer (Mobile  iOS & Android),Randstad Hungary Kft.,https://www.cvonline.hu/hu/allas/agile-quality-engineer-mobile-ios-android-1853222,2026-03-09,2026-03-25,True,,,,,,,Home-Office,Full-time,3-5 years
1843386,Teszt technikus,Randstad Hungary Kft.,https://www.cvonline.hu/hu/allas/teszt-technikus-1843386,2026-03-09,2026-03-17,False,Komárom,,English: A2,High School with Diploma,,"MS Office, Linux, Ubuntu",On-site,Full-time,
1843413,IT Projectmanager,Randstad Hungary Kft.,https://www.cvonline.hu/hu/allas/it-projectmanager-1843413,2026-03-09,2026-03-16,False,,,English: C1,,,"Jira, Confluence, Notion",Hybrid,Full-time,
1843420,Szolgáltatásmenedzser (Bérszámfejtés tapasztalattal),Randstad Hungary Kft.,https://www.cvonline.hu/hu/allas/szolgaltatasmenedzser-berszamfejtes-tapasztalattal-1843420,2026-03-09,2026-03-17,False,,,English: C1,,,Atlassian,Home-Office,Full-time,3-5 years
1848719,Medior full stack PHP fejlesztőt,Viapan „Dologidő” Kft.,https://www.cvonline.hu/hu/allas/medior-full-stack-php-fejlesztot-1848719,2026-03-09,2026-03-14,False,Tata,,English: B2,,"PHP, JavaScript, HTML4, CSS3","PostgreSQL, SQL, Linux, CRM, ERP, Git, Solr, Memcached, Redis, PostGIS, Regex",Hybrid,Full-time,3-5 years
1848722,Senior Data Engineer,Randstad Hungary Kft.,https://www.cvonline.hu/hu/allas/senior-data-engineer-1848722,2026-03-09,2026-03-17,False,,,,,"Python, SQL","Azure Data Factory, Microsoft SQL Server (MSSQL), Azure Cloud, Azure Synapse Analytics, Databricks, dbt",Home-Office,Full-time,5+ years
1843356,IT fejlesztőmérnök (Somogy megye),Hire-One Kft.,https://www.cvonline.hu/hu/allas/it-mernok-somogy-megye-1843356,2026-03-09,2026-03-14,False,,,English: B1,Bachelor,"C#, .NET, MySQL",,Home-Office,Full-time,1-3 years
1838104,CoreMedia Developer,Randstad Hungary Kft.,https://www.cvonline.hu/hu/allas/coremedia-developer-1838104,2026-03-09,2026-03-16,False,,Market level compensation package,English: C1,Bachelor,"Java, JavaScript, HTML, CSS","CoreMedia, CI/CD pipelines, Docker, Kubernetes, Azure DevOps, Spring Boot, REST, Grafana, NoSQL Databases, MongoDB",Hybrid,Full-time,3-5 years
1843321,BUDAPEST - NUKLEÁRIS MÉRNÖK GYAKORNOK (DIÁKMUNKA),Job Force Iskolaszövetkezet,https://www.cvonline.hu/hu/allas/budapest-nuklearis-mernok-gyakornok-diakmunka-1843321,2026-03-09,2026-03-17,False,,2500 HUF gross/hour,English: A2,Master,,,Hybrid,Half-time,0-1 years
1848614,Medior Szoftverfejlesztő (JAVA),HUNAM Personnel Solutions Kft.,https://www.cvonline.hu/hu/allas/medior-szoftverfejleszto-java-1848614,2026-03-09,2026-03-22,False,,,English: C1,,"Java, ReactJS, JavaScript, TypeScript","Dynatrace, Splunk, CloudWatch, Jenkins, Cloud Foundry, SplitIO, AWS, Kubernetes, Docker",On-site,Full-time,3-5 years
1848615,Senior Tesztautomatizáló mérnök német nyelvtudással,HUNAM Personnel Solutions Kft.,https://www.cvonline.hu/hu/allas/senior-tesztautomatizalo-mernok-nemet-nyelvtudassal-1848615,2026-03-09,2026-03-13,False,Vienna,,"German: C1, English: B2",,,"Playwright, Katalon, JMeter, Bamboo, Azure, Kubernetes, RabbitMQ, Argocd",Hybrid,Full-time,3-5 years
1848638,Senior fullstack fejlesztő (.NET),HUNAM Personnel Solutions Kft.,https://www.cvonline.hu/hu/allas/senior-fullstack-fejleszto-net-1848638,2026-03-09,2026-03-13,False,Budapest,,English: C1,Bachelor,"C#, ASP.NET, .NET Framework, Entity Framework, T-SQL, HTML, CSS, Javascript, Typescript","Redis, Elasticsearch",Hybrid,Full-time,5+ years
1848640,Medior Tesztautomatizáló Mérnök,HUNAM Personnel Solutions Kft.,https://www.cvonline.hu/hu/allas/medior-tesztautomatizalo-mernok-1848640,2026-03-09,2026-03-22,False,,,English: B2,,"Java, Python, JS, C#","Selenium, Appium, TestNG, JUnit, Git, SVN, Docker",On-site,Full-time,1-3 years
1848652,SAP modulgazda,Work Force Kft.,https://www.cvonline.hu/hu/allas/sap-modulgazda-1848652,2026-03-09,2026-03-16,False,Budapest,,,,,"SAP FI, SAP MM, SAP AMSP, SAP AM, SAP PM",Home-Office,Full-time,1-3 years
1857694,IT Security Expert (Public Key Infrastructure),Randstad Hungary Kft.,https://www.cvonline.hu/hu/allas/it-security-expert-public-key-infrastructure-1857694,2026-03-09,2026-03-25,True,,,,Bachelor,,"PKI, Certificate Authorities (CAs), Hardware Security Modules (HSM)",Hybrid,Full-time,3-5 years
1857686,Global DATA Engineer,Hire-One Kft.,https://www.cvonline.hu/hu/allas/global-data-engineer-1857686,2026-03-09,2026-03-18,False,,,English: B2,,"SQL, DAX","MS Fabric, dbt, PowerBI, Git, CI/CD",,Full-time,3-5 years
1853099,IT Service Desk Agent - German speaking,Trenkwalder Kft,https://www.cvonline.hu/hu/allas/it-service-desk-agent-german-speaking-1853099,2026-03-09,2026-03-25,True,,,"German: C1, English: B2",Bachelor,,MS Office,Hybrid,Full-time,1-3 years
1843197,French speaking First Line Analyst,Trenkwalder Kft,https://www.cvonline.hu/hu/allas/french-speaking-first-line-analyst-1843197,2026-03-09,2026-03-11,False,,Outstanding salary and benefit package,"English: Fluent, French: Fluent",,,"MS Office, Ticketing tool",On-site,Full-time,
1843216,Chief Product Owner (m/w/d) CRM,Vienna,https://www.cvonline.hu/hu/allas/chief-product-owner-m-w-d-crm-1843216,2026-03-09,2026-03-14,False,Wien,85000 EUR gross/year,English: C1,Bachelor,,,Hybrid,Full-time,5+ years
1843217,Full-Stack-Developer (m/w/d),Vienna,https://www.cvonline.hu/hu/allas/full-stack-developer-m-w-d-1843217,2026-03-09,2026-03-14,False,Wien,55000 EUR gross/year,"Deutsch: C1, English: B2",Bachelor,"C#, .NET, ASP.NET Core, SQL Server","Azure, DevOps",Hybrid,Full-time,3-5 years
1848415,Diákmunka - Technical Writer,MŰISZ Iskolaszövetkezet,https://www.cvonline.hu/hu/allas/diakmunka-technical-writer-1848415,2026-03-09,2026-03-22,False,,2200-2500 Ft/óra,English: C1,Bachelor,,Grafana,Hybrid,Full-time,0-1 years
1848436,Diákmunka - C++ programozó,MŰISZ Iskolaszövetkezet,https://www.cvonline.hu/hu/allas/diakmunka-c-programozo-1848436,2026-03-09,2026-03-22,False,,2500 HUF/hour,,,"C++, C#","3D CAD, BIM",On-site,Short-term,1-3 years
1848437,Diákmunka - IT biztonsági tanácsadó,MŰISZ Iskolaszövetkezet,https://www.cvonline.hu/hu/allas/diakmunka-it-biztonsagi-tanacsado-1848437,2026-03-09,2026-03-22,False,,2400 HUF/hour,,Bachelor,,"MS Office, Outlook",On-site,Half-time,0-1 years
1853016,IT Operátor,Magyar Posta ZRt.,https://www.cvonline.hu/hu/allas/it-operator-1853016,2026-03-09,2026-03-25,True,Budapest,,,High School with Diploma,Powershell,"ticketing system, Active Directory, Exchange, SharePoint, Fileshare, monitoring system",Hybrid,Full-time,1-3 years
1853025,Diákmunka - Onsite Services Technician Intern,MŰISZ Iskolaszövetkezet,https://www.cvonline.hu/hu/allas/diakmunka-onsite-services-technician-intern-1853025,2026-03-09,2026-03-25,True,,2200 HUF/hour,"English: C1, Hungarian: C1",Bachelor,,,On-site,Half-time,0-1 years
1843073,IT Üzleti elemző,Magyar Posta ZRt.,https://www.cvonline.hu/hu/allas/it-uzleti-elemzo-1843073,2026-03-09,2026-03-16,False,Budapest,,English: C1,Bachelor,,"MS Visio, BPMN 2.0, UML, Power BI, Confluence, SharePoint, JIRA, MS Project",On-site with home office,Full-time,3-5 years
1843095,SAP DevOps témavezető szakértő (SAP modulgazda),Magyar Posta ZRt.,https://www.cvonline.hu/hu/allas/sap-devops-temavezeto-szakerto-sap-modulgazda-1843095,2026-03-09,2026-03-16,False,Budapest,,English: B2,Bachelor,,"SAP MM, SAP SD, SAP S/4HANA, SAP FIORI",Home-Office,Full-time,3-5 years
1843055,FULL STACK JAVA FEJLESZTŐ,BECK AND PARTNERS Kft.,https://www.cvonline.hu/hu/allas/full-stack-java-fejleszto-1843055,2026-03-09,2026-03-14,False,Budapest,,English: C1,Bachelor,"Java, SQL, Angular, Python","Spring, AWS, JUnit, Mockito, REST, SOAP, SNS, SQS, Kafka, Docker, Kubernetes, JPA",Hybrid,Full-time,5+ years
1843031,ERP támogató (IT),Carl Zeiss Vision Hungary Kft.,https://www.cvonline.hu/hu/master/allas/erp-tamogato-it-1843031,2026-03-09,2026-03-14,False,Mátészalka,,English: C1,Bachelor,"SQL, PHP, Powershell, BASH","Oracle, Microsoft Power BI, Microsoft Visio",On-site,Full-time,3-5 years
1848309,Application Operation and Maintenance Specialist (REF5123I),Deutsche Telekom IT Solutions,https://www.cvonline.hu/hu/allas/application-operation-and-maintenance-specialist-ref5123i-1848309,2026-03-09,2026-03-17,False,,,German: C1,,,Mainframe,On-site with home office,Full-time,5+ years
1848310,Application Operation and Maintenance Specialist (REF5123I),Deutsche Telekom IT Solutions,https://www.cvonline.hu/hu/allas/application-operation-and-maintenance-specialist-ref5123i-1848310,2026-03-09,2026-03-17,False,,,German: C1,,,Mainframe,On-site with home office,Full-time,5+ years
1848311,Application Operation and Maintenance Specialist (REF5123I),Deutsche Telekom IT Solutions,https://www.cvonline.hu/hu/allas/application-operation-and-maintenance-specialist-ref5123i-1848311,2026-03-09,2026-03-17,False,,,German: C1,,,Mainframe,On-site with home office,Full-time,5+ years
1848312,Application Operation and Maintenance Specialist (REF5123I),Deutsche Telekom IT Solutions,https://www.cvonline.hu/hu/allas/application-operation-and-maintenance-specialist-ref5123i-1848312,2026-03-09,2026-03-17,False,,,German: C1,,,Mainframe,On-site with home office,Full-time,5+ years
1843004,3D Artist,HAYS Hungary Kft.,https://www.cvonline.hu/hu/allas/3d-artist-1843004,2026-03-09,2026-03-14,False,,,English: C1,Bachelor,,"Maya, Blender, 3ds Max, ZBrush, Substance Painter, Substance Designer, Unreal Engine, Git, Perforce",On-site,Full-time,3-5 years
1857661,SENIOR JAVA FEJLESZTŐ,BECK AND PARTNERS Kft.,https://www.cvonline.hu/hu/allas/senior-java-fejleszto-1857661,2026-03-09,2026-03-25,True,Budapest,,English: B2,,"Java, SQL, TypeScript, JavaScript, Python","Spring, Spring Boot, Hibernate, JPA, Git, Maven, Gradle, IntelliJ, Eclipse, VS Code, Docker",Hybrid,Full-time,5+ years
1857834,Diákmunka - Junior műszaki adminisztrátor,MŰISZ Iskolaszövetkezet,https://www.cvonline.hu/hu/allas/diakmunka-junior-muszaki-adminisztrator-1857834,2026-03-09,2026-03-25,True,,2300 HUF/hour,,Bachelor,,MS Office,On-site,Half-time,0-1 years
1857760,Senior Full Stack Developer,HAYS Hungary Kft.,https://www.cvonline.hu/hu/allas/senior-full-stack-developer-1857760,2026-03-09,2026-03-23,False,,,,,"JavaScript, TypeScript, Java, Kotlin","React, Spring Boot, JWT, RESTful web services, SOAP, GitHub, GitLab, Oracle Database, Liquibase, HBase, Salesforce CRM, Docker, Tanzu, Jenkins, Sonar, AWS",,Full-time,5+ years
1852712,Szoftver technikus,Pannonjob Kft.,https://www.cvonline.hu/hu/allas/szoftver-technikus-1852712,2026-03-09,2026-03-25,True,Vecsés,,English: A2,High School with Diploma,,,On-site,Full-time,0-1 years
1857537,Diákmunka -  Automation and reporting developer gyakornok,MŰISZ Iskolaszövetkezet,https://www.cvonline.hu/hu/allas/diakmunka-automation-and-reporting-developer-gyakornok-1857537,2026-03-09,2026-03-25,True,,2800-3000 HUF/hour,,Bachelor,"Python, SQL","Power BI, Playwright, Selenium, pytest",Hybrid,Half-time,0-1 years
1857222,Lehrling (m/w/d) für den Lehrberuf Mechatronik / Hauptmodul Automatisierungstechnik,Vienna,https://www.cvonline.hu/hu/allas/lehrling-m-w-d-fur-den-lehrberuf-mechatronik-hauptmodul-automatisierungstechnik-1857222,2026-03-09,2026-03-25,True,Mödling,1155 EUR brutto/Monat,,High School with Diploma,SPS,,On-site,Full-time,0-1 years
1852651,E-Sport Streamer,Pannon-Work Cégcsoport,https://www.cvonline.hu/hu/allas/e-sport-streamer-1852651,2026-03-09,2026-03-25,True,,,English: C1,,,"PC, camera, microphone, studio equipment",On-site,Full-time,0-1 years
