job_id,title,company,url,first_seen,last_seen,active,Location,Salary,Language Requirements,Education,Programming Languages,Required Software / Tools,Work Arrangement,Job Type,Experience Level,Master,PhD
2844810,IT Manager,profession.hu Kft.,https://www.profession.hu/allas/it-manager-profession-hu-kft-budapest-2844810/pro?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-25,True,Budapest,,,Főiskola,,"Laptop, Mobiltelefon",Hybrid,Full-time,3-5 years,,
2844761,Kubernetes infrastruktúra rendszerüzemeltető,Alfa Vienna Insurance Group Biztosító Zrt.,https://www.profession.hu/allas/kubernetes-infrastruktura-rendszeruzemelteto-alfa-vienna-insurance-group-biztosito-zrt-budapest-2844761?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-25,True,Budapest,,"English: B2, Hungarian: C1",High School with Diploma,Python,"LINUX, ORACLE, ANSIBLE, DOCKER, JSON, FIREWALL, DEVOPS, POSTGRESQL, AUTOMATIZÁLÁS, AGILIS, REST, JIRA, CONFLUENCE",Hybrid,Full-time,3-5 years,,
2844739,Senior Project Manager (Online),profession.hu Kft.,https://www.profession.hu/allas/senior-project-manager-online-profession-hu-kft-budapest-2844739/pro?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-17,False,Budapest,,English: B2,Felsőfokú végzettség,,"Laptop, Headset, Mobiltelefon",Hybrid,Full-time,4+ years,,
2844719,IT fejlesztési- és csoportvezető  (Generálkivitelezés – Dunaújváros),GRABARICS Kft.,https://www.profession.hu/allas/it-fejlesztesi-es-csoportvezeto-generalkivitelezes-dunaujvaros-grabarics-kft-dunaujvaros-2844719?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-25,True,Dunaújváros,,English: B2,Master,,"ISO, AZURE, ITIL",On-site,Full-time,5-10 years,,
2844699,Release menedzser,MVM Informatika Zrt.,https://www.profession.hu/allas/release-menedzser-mvm-informatika-zrt-budapest-2844699?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-25,True,Budapest,,Hungarian: Native,Főiskola,,Office,On-site,Full-time,3-5 years,,
2846244,Főosztályvezető-helyettes (IT-fejlesztési portfóliómenedzser),Nemzeti Adó- és Vámhivatal,https://www.profession.hu/allas/foosztalyvezeto-helyettes-it-fejlesztesi-portfoliomenedzser-nemzeti-ado-es-vamhivatal-budapest-2846244?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-25,True,Budapest,,Hungarian: Native,Főiskola,,"JIRA, Confluence",Rugalmas munkaidő,Határozatlan idejű. Teljes munkaidős.,3-5 years,,
2846168,Senior IT solution architect (sola),BECK AND PARTNERS Kft.,https://www.profession.hu/allas/senior-it-solution-architect-sola-beck-and-partners-kft-vac-2846168?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-25,True,Budapest,,English: B2,Főiskola,,,Hybrid,Full-time,5-10 years,,
2846167,SENIOR IT BUSINESS ANALYST (banki terület),BECK AND PARTNERS Kft.,https://www.profession.hu/allas/senior-it-business-analyst-banki-terulet-beck-and-partners-kft-vac-2846167?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-25,True,Budapest,,English: B2,Főiskola,,,Hybrid,Full-time,5-10 years,,
2846154,Manuális tesztelő gyakornok (diákmunka),OnE Job Iskolaszövetkezet,https://www.profession.hu/allas/manualis-tesztelo-gyakornok-diakmunka-one-job-iskolaszovetkezet-budapest-2846154?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-25,True,Budapest,,English: Intermediate,High School with Diploma,,"ISTQB, AGILIS",Hybrid,Short-term,0-1 years,,
2832933,IT Rendszerszervező,BECK AND PARTNERS Kft.,https://www.profession.hu/allas/it-rendszerszervezo-beck-and-partners-kft-budapest-2832933?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-16,False,Budapest,,,Felsőfokú végzettség,"JSON, XML","API, JIRA, CONFLUENCE, JMETER, BPMN, AGILIS, SCRUM, KANBAN, EA",Hybrid,Full-time,3-5 years,,
2833204,Diákmunka - Engineering Graduate - Industrial Automation,MŰISZ Iskolaszövetkezet,https://www.profession.hu/allas/diakmunka-engineering-graduate-industrial-automation-muisz-iskolaszovetkezet-budapest-2833204?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-04,False,Budapest,,English: B1,Bachelor,,"Siemens TIA Portal, SIMATIC S7-1200/1500, Mendix",Hybrid,Short-term,0-1 years,,
2833203,Diákmunka - C++ Developer Trainee SINUMERIK HMI,MŰISZ Iskolaszövetkezet,https://www.profession.hu/allas/diakmunka-c-developer-trainee-sinumerik-hmi-muisz-iskolaszovetkezet-budapest-2833203?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-18,False,Budapest,,English: B2,High School with Diploma,"C, C++, Python","Git, Test Automation, Clean Code, Scrum, Agile, ClearCase",Hybrid,Short-term,0-1 years,,
2826010,Stratégiai projekt mérnök,MOL-LUB KFT.,https://www.profession.hu/allas/strategiai-projekt-mernok-mol-lub-kft-almasfuzito-2826010?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-17,False,Almásfüzitő,,English: B2-C1,Master,,"Microsoft Office, Microsoft Project",On-site,Full-time,3-5 years,,
2840787,Data analyst (JT),Tech People Hungary Kft.,https://www.profession.hu/allas/data-analyst-jt-tech-people-hungary-kft-budapest-2840787?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-25,True,Budapest,,English: B2,Felsőoktatási szakképzés,"SQL, Oracle, PostgreSQL",,Teljes munkaidő,Vállalkozói,1-3 years,,
2832116,Biztonsági eseménykezelő központ (SOC) L1 elemző,Seculabs Kft.,https://www.profession.hu/allas/biztonsagi-esemenykezelo-kozpont-soc-l-elemzo-seculabs-kft-budapest-2832116?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-20,False,Budapest,,English: A1,High School with Diploma,,"Windows, Linux, MacOS",On-site,Part-time,1-3 years,,
2825998,B2C Ügyfélszolgálati Projektmenedzser,MOHU MOL Hulladékgazdálkodási Zrt.,https://www.profession.hu/allas/b-c-ugyfelszolgalati-projektmenedzser-mohu-mol-hulladekgazdalkodasi-zrt-budapest-2825998?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-17,False,Budapest,,English: B2,Bachelor,,"Azure DevOps, MS Project, M365, Excel, Power BI",On-site,Full-time,1-3 years,,
2836598,AUTOMATA TESZTELŐ - PROJEKT (E-TD01),Tech People Hungary Kft.,https://www.profession.hu/allas/automata-tesztelo-projekt-e-td-tech-people-hungary-kft-budapest-2836598?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-23,False,Budapest,,English: B2,Felsőoktatási szakképzés,,"API, JIRA, CLEAN CODE, CI, ISTQB, JMETER, AGILIS",Teljes munkaidő,Vállalkozói,3-5 years,,
2836300,ENTERPRISE ARCHITECT (GYK),Tech People Hungary Kft.,https://www.profession.hu/allas/enterprise-architect-gyk-tech-people-hungary-kft-budapest-2836300?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-23,False,Budapest,,English: B2,Felsőoktatási szakképzés,,"ENTERPRISE ARCHITECT, UML, ITIL",Home-Office,Full-time,3-5 years,,
2834482,Software Engineer,One Magyarország Zrt.,https://www.profession.hu/allas/software-engineer-one-magyarorszag-zrt-budapest-2834482?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-23,False,Budapest,,English: B2,Felsőfokú informatikai végzettség,"Java, Spring Boot","Laptop, Mobiltelefon",Hybrid,Full-time,3-5 years,,
2825996,B2C Ügyfélszolgálati Adatelemzési Szakértő,MOHU MOL Hulladékgazdálkodási Zrt.,https://www.profession.hu/allas/b-c-ugyfelszolgalati-adatelemzesi-szakerto-mohu-mol-hulladekgazdalkodasi-zrt-budapest-2825996?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-17,False,Budapest,,English: B2,"Felsőfokú végzettség vagy folyamatban lévő tanulmányok (gazdasági, informatikai terület előny)",,"Power BI, Excel, Power Apps, Power Automate, API",On-site,Full-time,1-3 years,,
2836118,Tesztautomatizálási mérnök - Mindennapi Biztosítások Squad,ERSTE BANK HUNGARY Zrt.,https://www.profession.hu/allas/tesztautomatizalasi-mernok-mindennapi-biztositasok-squad-erste-bank-hungary-zrt-2836118?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-10,False,Budapest,,English: B1,High School with Diploma,Java,"Selenium, REST, ISTQB",Hybrid,Full-time,1-3 years,,
2833424,Hardware Test Engineer,Grafton Recruitment,https://www.profession.hu/allas/hardware-test-engineer-grafton-recruitment-ullo-2833424?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-17,False,Üllő,,English: C1,Bachelor,"Java, Python","HARDWARE, LINUX, SPRING",On-site,Full-time,1-3 years,,
2841526,Ipar 4.0 Rendszerfejlesztő És Digitalizációs Szakmérnök,Masterplast Nyrt.,https://www.profession.hu/allas/ipar-rendszerfejleszto-es-digitalizacios-szakmernok-masterplast-nyrt-sarszentmihaly-2841526/pro?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-25,True,Sárszentmihály,,"English: B2, German: B1",Bachelor,,,On-site with home office,Full-time,1-3 years,,
2833168,Szoftver tesztmérnök,Info-M Zrt.,https://www.profession.hu/allas/szoftver-tesztmernok-info-m-zrt-budapest-2833168?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-20,False,Budapest,,,,"Python, JavaScript","SELENIUM, ISTQB, SQL, GIT, JAVASCRIPT, JIRA, BACKEND, FRONTEND, DEVOPS, POSTMAN, ORACLE, TRELLO, SVN",On-site,,3-5 years,,
2832912,Projektmenedzser,RÁBA Nyrt.,https://www.profession.hu/allas/projektmenedzser-raba-nyrt-gyor-2832912?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-20,False,Győr,,English: B2,Bachelor,,,On-site,Full-time,3-5 years,,
2836285,Agile coach (GYK),Tech People Hungary Kft.,https://www.profession.hu/allas/agile-coach-gyk-tech-people-hungary-kft-budapest-2836285?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-23,False,Budapest,,"English: B2, Hungarian: Native",Felsőoktatási szakképzés,,"JIRA®, Confluence®, Service Now®",Hybrid,Full-time,3-5 years,,
2834428,IT Business Analyst,IdomSoft Zrt.,https://www.profession.hu/allas/it-business-analyst-idomsoft-zrt-budapest-2834428/pro?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-20,False,Budapest,,Hungarian: Native,Főiskola,,"Jira, Confluence, Miro",Hybrid,Full-time,3-5+ years,,
2833511,ERP logisztikai konzulens/tanácsadó,BECK AND PARTNERS Kft.,https://www.profession.hu/allas/erp-logisztikai-konzulens-tanacsado-beck-and-partners-kft-2833511?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-17,False,Budapest,,English: B2,Főiskola,,"ERP, SQL",On-site with home office,Full-time,3-5 years,,
2841516,ANGULAR DEVELOPER (3871),HumanField Kft,https://www.profession.hu/allas/angular-developer-humanfield-kft-2841516/pro?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-25,True,,,English: B2,High School with Diploma,"Angular, HTML, CSS, JavaScript, Git",AGILIS,Full-remote,Full-time,3-5 years,,
2840278,Medior UI/UX Designer,DYNTELL Magyarország Kft.,https://www.profession.hu/allas/medior-ui-ux-designer-dyntell-magyarorszag-kft-debrecen-2840278?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-25,True,Debrecen,,English: B2,Főiskola,,"Adobe Ps, Adobe Ai, Adobe Id, Figma, Sketch, XD",Hybrid,Full-time,1-3 years,,
2838176,Devops mérnök,Lechner Nonprofit Kft.,https://www.profession.hu/allas/devops-mernok-lechner-nonprofit-kft-budapest-2838176/pro?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-25,True,Budapest,,Hungarian: Native,High School with Diploma,"BASH, PYTHON","GIT, AWS, DEVOPS, AZURE, CLOUD, DOCKER, JAVA, JENKINS, SPRING, DNS, MAVEN, CI/CD",Hybrid,Full-time,3-5 years,,
2836015,IT üzleti elemző,Capgemini Magyarország Kft.,https://www.profession.hu/allas/it-uzleti-elemzo-capgemini-magyarorszag-kft-2836015?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-23,False,Budapest,,English: B2,Főiskola,,"Laptop, Monitor (1 db)",Hybrid,Full-time,3-5 years,,
2834466,Data Engineer,One Magyarország Zrt.,https://www.profession.hu/allas/data-engineer-one-magyarorszag-zrt-2834466?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-23,False,Budapest,,English: B2,Főiskola,,"Google Cloud Platform (GCP), BigQuery, Airflow",Hybrid,Full-time,3-5 years,,
2836276,Azure System Specialist,MOL Nyrt.,https://www.profession.hu/allas/azure-system-specialist-mol-nyrt-budapest-2836276?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-23,False,Budapest,,English: B2,"Bachelor's degree in computer science, IT, or related field",,"Azure DevOps, SonarCloud, JMeter, Selenium, Appium, Postman, Jira, Confluence",Hybrid,Full-time,1-3 years,,
2840397,Information Technology Early Talent Leadership Development Program,Eaton,https://www.profession.hu/allas/information-technology-early-talent-leadership-development-program-eaton-budapest-2840397?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-25,True,Budapest,,English: Intermediate,Bachelor,,,Hybrid,Full-time,<1 year,,
2836013,Rendszerszervező,Capgemini Magyarország Kft.,https://www.profession.hu/allas/rendszerszervezo-capgemini-magyarorszag-kft-2836013?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-23,False,Budapest,,English: B2,Főiskola,,"API teszteszközök (pl. SoapUI Postman), ticketing rendszer (pl Jira), SQL nyelv",Hybrid,Full-time,3-5 years,,
2835561,Szoftvertesztelő,Raiffeisen Software GmbH Magyarországi,https://www.profession.hu/allas/szoftvertesztelo-raiffeisen-software-gmbh-magyarorszagi-budapest-2835561?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-22,False,Budapest,,German: B2,High School with Diploma,,"SQL, Postman",Hybrid,Full-time,1-3 years,,
2835912,Solution Architect,Alfa Vienna Insurance Group Biztosító Zrt.,https://www.profession.hu/allas/solution-architect-alfa-vienna-insurance-group-biztosito-zrt-budapest-2835912?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-22,False,Budapest,,"English: Upper Intermediate, Hungarian: Upper Intermediate",Főiskola,,,Hybrid,Full-time,5-10 years,,
2841426,Információbiztonsági szakértő (junior),ProCons Kft.,https://www.profession.hu/allas/informaciobiztonsagi-szakerto-junior-procons-kft-kecskemet-2841426/pro?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-25,True,Kecskemét,,,Főiskola,,"ISO, NIS2, DORA",On-site with home office,Full-time,1-3 years,,
2840393,IT rendszerszervező,MagNet Bank Zrt.,https://www.profession.hu/allas/it-rendszerszervezo-magnet-bank-zrt-budapest-2840393?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-25,True,Budapest,,English: B2,Felsőoktatási szakképzés,"SQL, UML",,On-site with home office,Full-time,1-3 years,,
2841021,Projekt Koordinátor - Kecskemét,Formel D Magyarország Kft.,https://www.profession.hu/allas/projekt-koordinator-kecskemet-formel-d-magyarorszag-kft-kecskemet-2841021?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-25,True,Kecskemét,,German: A2-C1,High School with Diploma,,MS OFFICE,On-site,Full-time,1-3 years,,
2836310,Senior Java Backend fejlesztő – Spring Boot (GYW),Tech People Hungary Kft.,https://www.profession.hu/allas/senior-java-backend-fejleszto-spring-boot-gyw-tech-people-hungary-kft-budapest-2836310?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-23,False,Budapest,,English: B2,Felsőoktatási szakképzés,"Java, Spring, Kotlin","Git, Maven, Docker, OpenApi, Microservice",Hybrid,Full-time,5+ years,,
2827657,Scrum master Professional,UNIQA Insurance Group AG Magyarországi Fióktelepe,https://www.profession.hu/allas/scrum-master-professional-uniqa-insurance-group-ag-magyarorszagi-fioktelepe-budapest-2827657?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-13,False,Budapest,,English: B2,Főiskola,,"AGILIS, SCRUM, JIRA, Miro",Hybrid,Full-time,3-5 years,,
2840677,Backend fejlesztő,XTRADEVELOPERS Kft.,https://www.profession.hu/allas/backend-fejleszto-xtradevelopers-kft-2840677?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-25,True,,,English: A1,High School with Diploma,"PHP, JavaScript, HTML5, CSS3, TypeScript, React","LARAVEL, MYSQL, POSTGRESQL, GIT, SVN, Git API Rest MVC, Elasticsearch",Home-Office,Full-time,1-3 years,,
2836043,Medior IT projektmenedzser,Capgemini Magyarország Kft.,https://www.profession.hu/allas/medior-it-projektmenedzser-capgemini-magyarorszag-kft-2836043?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-23,False,Budapest,,English: B2,Főiskola,,"Laptop, Workstation, Monitor (1 db), Headset",Hybrid,Full-time,1-3 years,,
2832200,Adattudományi informatikai gyakornoki program,Nemzeti Adó- és Vámhivatal,https://www.profession.hu/allas/adattudomanyi-informatikai-gyakornoki-program-nemzeti-ado-es-vamhivatal-2832200?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-20,False,Budapest,,,High School with Diploma,,,Rugalmas munkaidő,Short-term,0-1 years,,
2827642,Scrum master,UNIQA Insurance Group AG Magyarországi Fióktelepe,https://www.profession.hu/allas/scrum-master-uniqa-insurance-group-ag-magyarorszagi-fioktelepe-budapest-2827642?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-13,False,Budapest,,English: B2,Főiskola,,"AGILIS, SCRUM, JIRA, Miro",Hybrid,Full-time,1-3 years,,
2840379,Sr. Machine Learning Szoftvermérnök,Nova HR,https://www.profession.hu/allas/sr-machine-learning-szoftvermernok-nova-hr-2840379?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-25,True,,,English: Upper Intermediate,"Bachelor, Master",Python,"Azure, Machine Learning, AWS",Home-Office,Full-time,4+ years,,
2840508,SAP Server Management Infrastructure Specialist (LJT),Tech People Hungary Kft.,https://www.profession.hu/allas/sap-server-management-infrastructure-specialist-ljt-tech-people-hungary-kft-budapest-2840508?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-25,True,Budapest,,English: B2,Felsőoktatási szakképzés,,"Chef, Puppet, Ansible",Hybrid,Full-time,5+ years,,
2836381,Licencmenedzser,MBH Bank Nyrt.,https://www.profession.hu/allas/licencmenedzser-mbh-bank-nyrt-2836381?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-05,False,Budapest,,English: A1,High School with Diploma,,ORACLE,Hybrid,Full-time,1-3 years,,
2844999,GEN AI Intern,Tata Consultancy Services Limited,https://www.profession.hu/allas/gen-ai-intern-tata-consultancy-services-limited-budapest-2844999?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-25,True,Budapest,,English: Fluent,BSc/MSc student enrolled at a Hungarian university studying Computer Science or related studies,"Python, Java","Generative AI tools, LLMs, NLP fundamentals, Transformers, attention mechanism, vector DB, Lang Chain",On-site with home office,Short-term,0-1 years,,
2841384,Device Management CoE Lead,MAGYAR TELEKOM NYRT.,https://www.profession.hu/allas/device-management-coe-lead-magyar-telekom-nyrt-budapest-2841384?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-25,True,Budapest,,English: B2,Főiskola,,"Laptop, Mobiltelefon",Hybrid,Full-time,5-10 years,,
2845159,JUNIOR RPA DEVELOPER (3876),HumanField Kft,https://www.profession.hu/allas/junior-rpa-developer-humanfield-kft-2845159?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-25,True,Budapest,,English: Fluent,Bachelor,,"UiPath, Automation Anywhere, Power BI",Hybrid,Full-time,1-3 years,,
2845158,JUNIOR POWER BI SPECIALIST (3878),HumanField Kft,https://www.profession.hu/allas/junior-power-bi-specialist-humanfield-kft-2845158?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-25,True,Budapest,,English: Proficient,Bachelor,,"Power BI, Power Platform (canvas apps, Power Automate), PowerPivot, RPA",Hybrid,Full-time,1-3 years,,
2845143,WordPress webfejlesztő,Széchenyi István Egyetem,https://www.profession.hu/allas/wordpress-webfejleszto-szechenyi-istvan-egyetem-gyor-2845143?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-18,False,Győr,,English: B2,Főiskola,WordPress,WORDPRESS,Teljes munkaidő,Határozott idejű,1-3 years,,
2845127,IT projektmenedzser,Széchenyi István Egyetem,https://www.profession.hu/allas/it-projektmenedzser-szechenyi-istvan-egyetem-gyor-2845127?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-25,True,Győr,,English: B2,Főiskola,,,Teljes munkaidő,Határozott idejű,1-3 years,,
2844912,Business Process Analyst,Grafton Recruitment,https://www.profession.hu/allas/business-process-analyst-grafton-recruitment-2844912?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-25,True,Budapest,,"English: B2, Hungarian: Native",High School with Diploma,,SAP,Hybrid,Full-time,0-1 years,,
2844904,BI fejlesztő,Raiffeisen Software GmbH Magyarországi,https://www.profession.hu/allas/bi-fejleszto-raiffeisen-software-gmbh-magyarorszagi-budapest-2844904?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-25,True,Budapest,,German: B1-B2,Bachelor,"SQL, Python","Databricks, Microsoft Fabric",Hybrid (up to 80% home office),Full-time,1-3 years,,
2844863,C# / .NET fejlesztő,Budapesti Értéktőzsde Nyrt.,https://www.profession.hu/allas/c-net-fejleszto-budapesti-ertektozsde-nyrt-budapest-2844863?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-25,True,Budapest,,English: B2,High School with Diploma,"C#, .NET","MSSQL, ITIL",Hybrid,Full-time,3-5 years,,
2840763,Digitális akadálymentesítési szerkesztő,NEMZETI MÉDIA- ÉS HÍRKÖZLÉSI HATÓSÁG,https://www.profession.hu/allas/digitalis-akadalymentesitesi-szerkeszto-nemzeti-media-es-hirkozlesi-hatosag-budapest-2840763?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-25,True,Budapest,,English: A2,High School with Diploma,,"Acrobat Pro, MS Office",On-site,Full-time,1-3 years,,
