job_id,title,company,url,first_seen,last_seen,active,Location,Salary,Language Requirements,Education,Programming Languages,Required Software / Tools,Work Arrangement,Job Type,Experience Level,"Master's or PhD degree in computer science, machine learning, applied statistics, mathematics, engineering or artificial intelligence is required. High School with Diploma is not mentioned as a requirement but it is implied that the candidate should have at least a Bachelor's degree to be eligible for this position. Therefore, I will use 'Bachelor' as the education level for this job description. However, please note that this might not be entirely accurate and could potentially lead to incorrect results if used in production code without further validation or clarification from the client or HR department. For the sake of providing a valid JSON response, I have included both Bachelor and Master's/PhD as possible education levels for this job description. If you need more precise information, please provide additional context or details about the job requirements.","Master's or PhD degree in computer science, machine learning, applied statistics, mathematics, engineering or artificial intelligence is required. High School with Diploma is not mentioned as a requirement but it is implied that the candidate should have completed high school to pursue higher education (Bachelor/Master/PhD). Therefore, I will include 'High School with Diploma' as well in the Education field for completeness and accuracy of information extraction from the job description. However, please note that this might not be an exact match with the job description's requirements but rather a reasonable inference based on general educational progression. If you want to stick strictly to the job description, then only 'Bachelor', 'Master’s or PhD' should be included in the Education field. I will leave it as is for now and let you decide how to handle this situation in your application. "
2836598,AUTOMATA TESZTELŐ - PROJEKT (E-TD01),Tech People Hungary Kft.,https://www.profession.hu/allas/automata-tesztelo-projekt-e-td-tech-people-hungary-kft-budapest-2836598?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-23,False,Budapest,,,Felsőoktatási szakképzés,"API, JIRA, CLEAN CODE, CI, ISTQB, JMETER, AGILIS","API, JIRA, CLEAN CODE, CI, ISTQB, JMETER, AGILIS",Általános munkarend,Teljes munkaidő,3-5 év tapasztalat,,
2836300,ENTERPRISE ARCHITECT (GYK),Tech People Hungary Kft.,https://www.profession.hu/allas/enterprise-architect-gyk-tech-people-hungary-kft-budapest-2836300?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-23,False,Budapest,,English: B2,Felsőoktatási szakképzés,,"ENTERPRISE ARCHITECT, UML, ITIL",Home office,Full-time,3-5 years,,
2834482,Software Engineer,One Magyarország Zrt.,https://www.profession.hu/allas/software-engineer-one-magyarorszag-zrt-budapest-2834482?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-23,False,Budapest,,English: B2,Főiskola,"Java, Spring Boot",,Hibrid munkavégzés,Teljes munkaidő,3-5 év tapasztalat,,
2825996,B2C Ügyfélszolgálati Adatelemzési Szakértő,MOHU MOL Hulladékgazdálkodási Zrt.,https://www.profession.hu/allas/b-c-ugyfelszolgalati-adatelemzesi-szakerto-mohu-mol-hulladekgazdalkodasi-zrt-budapest-2825996?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-17,False,Budapest,,English: B2,Főiskola,,"Power BI, Excel, Power Apps, Power Automate",Teljes munkaidő,Alkalmazotti jogviszony,1-3 év,,
2836118,Tesztautomatizálási mérnök - Mindennapi Biztosítások Squad,ERSTE BANK HUNGARY Zrt.,https://www.profession.hu/allas/tesztautomatizalasi-mernok-mindennapi-biztositasok-squad-erste-bank-hungary-zrt-2836118?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-10,False,Budapest,,English: B2,Főiskola (Bachelor),"Java, Selenium","WEB SERVICE, REST, ISTQB, AGILIS",Hybrid,Full-time,1-3 years,,
2833424,Hardware Test Engineer,Grafton Recruitment,https://www.profession.hu/allas/hardware-test-engineer-grafton-recruitment-ullo-2833424?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-17,False,Üllő,,English: B2,Egyetem,"Java, Python","HARDWARE, LINUX, SPRING",On-site with home office,Full-time,1-3 years,,
2841526,Ipar 4.0 Rendszerfejlesztő És Digitalizációs Szakmérnök,Masterplast Nyrt.,https://www.profession.hu/allas/ipar-rendszerfejleszto-es-digitalizacios-szakmernok-masterplast-nyrt-sarszentmihaly-2841526/pro?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-25,True,Sárszentmihály,,"{'English': 'B2'}, {'German': 'B2'}",Bachelor,,,On-site with home office,Full-time,1-3 years,,
2833168,Szoftver tesztmérnök,Info-M Zrt.,https://www.profession.hu/allas/szoftver-tesztmernok-info-m-zrt-budapest-2833168?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-20,False,Budapest,,,Főiskola,"Python, JavaScript","SELENIUM, ISTQB, SQL, GIT, JAVASCRIPT, JIRA, BACKEND, FRONTEND, DEVOPS, POSTMAN, ORACLE, TRELLO, SVN, AGILIS",,Teljes munkaidő,3-5 év,,
2832912,Projektmenedzser,RÁBA Nyrt.,https://www.profession.hu/allas/projektmenedzser-raba-nyrt-gyor-2832912?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-20,False,Győr,,English: B2,Bachelor,,,Hybrid,Full-time,3-5 years,,
2836285,Agile coach (GYK),Tech People Hungary Kft.,https://www.profession.hu/allas/agile-coach-gyk-tech-people-hungary-kft-budapest-2836285?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-23,False,Budapest,,{'English': 'CEFR level not specified'},Felsőoktatási szakképzés,,"JIRA, Confluence, Service Now",Hybrid,Full-time,3-5 years,,
2834428,IT Business Analyst,IdomSoft Zrt.,https://www.profession.hu/allas/it-business-analyst-idomsoft-zrt-budapest-2834428/pro?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-20,False,Budapest,,,Főiskola,,"Jira, Confluence, Miro",Hybrid,Full-time,3-5 years,,
2833511,ERP logisztikai konzulens/tanácsadó,BECK AND PARTNERS Kft.,https://www.profession.hu/allas/erp-logisztikai-konzulens-tanacsado-beck-and-partners-kft-2833511?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-17,False,Budapest,,English: B2,Főiskola,,"ERP, SQL",Általános munkarend,Teljes munkaidő,3-5 év tapasztalat,,
2841516,ANGULAR DEVELOPER (3871),HumanField Kft,https://www.profession.hu/allas/angular-developer-humanfield-kft-2841516/pro?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-25,True,Budapest,,English: B2,Főiskola,"Angular, HTML, CSS, JavaScript, Git","Angular, HTML, CSS, JavaScript, Git","Full-remote munkavégzés lehetőség, rugalmas munkarenddel",Teljes munkaidő,3-5 év tapasztalat,,
2840278,Medior UI/UX Designer,DYNTELL Magyarország Kft.,https://www.profession.hu/allas/medior-ui-ux-designer-dyntell-magyarorszag-kft-debrecen-2840278?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-25,True,Debrecen,,English: B2,Főiskola,,"Adobe Ps, Adobe Ai, Adobe Id, Figma, Sketch, XD","Távmunka / Remote, Opcionális iroda",Teljes munkaidő Alkalmazotti jogviszony,1-3 év,,
2838176,Devops mérnök,Lechner Nonprofit Kft.,https://www.profession.hu/allas/devops-mernok-lechner-nonprofit-kft-budapest-2838176/pro?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-25,True,Budapest,,,Főiskola,"BASH, PYTHON, GIT, AWS, DEVOPS, AZURE, CLOUD, DOCKER, JAVA, JENKINS, SPRING, DNS, MAVEN, CI","Helm, kubectl, Maven, Gradle, GitLab CI, GitHub Actions, Docker, Jenkins, Prometheus, Grafana, ELK stack",,Teljes munkaidő,3-5 év tapasztalat,,
2836015,IT üzleti elemző,Capgemini Magyarország Kft.,https://www.profession.hu/allas/it-uzleti-elemzo-capgemini-magyarorszag-kft-2836015?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-23,False,Budapest,,English: B2,Főiskola,,,Hybrid,Full-time,3-5 years,,
2834466,Data Engineer,One Magyarország Zrt.,https://www.profession.hu/allas/data-engineer-one-magyarorszag-zrt-2834466?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-23,False,Budapest,,English: B2,Főiskola,"Python, SQL","Google Cloud Platform (GCP), BigQuery, Airflow",Hibrid munkavégzés,Teljes munkaidő,3-5 év,,
2836276,Azure System Specialist,MOL Nyrt.,https://www.profession.hu/allas/azure-system-specialist-mol-nyrt-budapest-2836276?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-23,False,Budapest,,English: B2,"Bachelor's degree in computer science, IT, or related field",,"Azure-native and custom components, PowerShell, Azure CLI, CI/CD, Azure DevOps, SonarCloud, JMeter, Selenium, Appium, Postman, Jira, Confluence",Hybrid (2 days remote + 3 days at the MOL Campus),Full-time,2+ years working with Azure services,,
2840397,Information Technology Early Talent Leadership Development Program,Eaton,https://www.profession.hu/allas/information-technology-early-talent-leadership-development-program-eaton-budapest-2840397?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-25,True,Budapest,,English: B2,Bachelor,,,Hybrid,Full-time,0-1 years,,
2836013,Rendszerszervező,Capgemini Magyarország Kft.,https://www.profession.hu/allas/rendszerszervezo-capgemini-magyarorszag-kft-2836013?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-23,False,Budapest,,English: B2,Főiskola,,"API teszteszközök (pl. SoapUI Postman), ticketing rendszer (pl Jira)",Hibrid és rugalmas munkavégzés,Teljes munkaidő,3-5 év tapasztalat,,
2835561,Szoftvertesztelő,Raiffeisen Software GmbH Magyarországi,https://www.profession.hu/allas/szoftvertesztelo-raiffeisen-software-gmbh-magyarorszagi-budapest-2835561?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-22,False,Budapest,,Német középfok,Középiskola,,"Laptop, Monitor (2 db), Windows, Headset",Hybrid,Full-time,1-3 years,,
2835912,Solution Architect,Alfa Vienna Insurance Group Biztosító Zrt.,https://www.profession.hu/allas/solution-architect-alfa-vienna-insurance-group-biztosito-zrt-budapest-2835912?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-22,False,Budapest,,"English: B2, Hungarian: C1",Főiskola (College),,,Hybrid,Full-time,5-10 years,,
2841426,Információbiztonsági szakértő (junior),ProCons Kft.,https://www.profession.hu/allas/informaciobiztonsagi-szakerto-junior-procons-kft-kecskemet-2841426/pro?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-25,True,Kecskemét,,,Főiskola,,"ISO NIS2, DORA, kiberbiztonság információbiztonság audit tanácsadó szakértő kockázatkezelés IT",Általános munkarend,Teljes munkaidő Alkalmazotti jogviszony,1-3 év tapasztalat,,
2840393,IT rendszerszervező,MagNet Bank Zrt.,https://www.profession.hu/allas/it-rendszerszervezo-magnet-bank-zrt-budapest-2840393?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-25,True,Budapest,,English: B2,Felsőfokú szakirányú végzettség (informatikai),"SQL, UML",,,Full-time,1-3 years,,
2841021,Projekt Koordinátor - Kecskemét,Formel D Magyarország Kft.,https://www.profession.hu/allas/projekt-koordinator-kecskemet-formel-d-magyarorszag-kft-kecskemet-2841021?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-25,True,Kecskemét,,Német középfok,Középiskola 'B' kat.,,MS OFFICE,Általános munkarend,Teljes munkaidő,1-3 év,,
2836310,Senior Java Backend fejlesztő – Spring Boot (GYW),Tech People Hungary Kft.,https://www.profession.hu/allas/senior-java-backend-fejleszto-spring-boot-gyw-tech-people-hungary-kft-budapest-2836310?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-23,False,Budapest,,English: B2,Felsőoktatási szakképzés,"Java, Spring, SQL, GIT, MAVEN, AGILIS, BACKEND, DOCKER, REST, KOTLIN, NOSQL, LINUX, UNIX","OpenApi, Microservice",Hibrid,Teljes munkaidő,5+ év,,
2827657,Scrum master Professional,UNIQA Insurance Group AG Magyarországi Fióktelepe,https://www.profession.hu/allas/scrum-master-professional-uniqa-insurance-group-ag-magyarorszagi-fioktelepe-budapest-2827657?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-13,False,Budapest,,"English: B2, German: B2",Főiskola,,"Jira (Hive), Miro",Hybrid,Full-time,3-5 years,,
2840677,Backend fejlesztő,XTRADEVELOPERS Kft.,https://www.profession.hu/allas/backend-fejleszto-xtradevelopers-kft-2840677?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-25,True,Magyarország,,English: B1,Középiskola,"PHP, Laravel, MySQL, PostgreSQL, JavaScript, Git, HTML5, React, CSS3","LARAVEL, MYSQL, PHP, SQL, POSTGRESQL, JAVASCRIPT, BACKEND, GIT, HTML5, REACT, ERP, CSS3, Git API, Rest MVC, Svn",Távmunka / Remote,Teljes munkaidő,1-3 év tapasztalat,,
2836043,Medior IT projektmenedzser,Capgemini Magyarország Kft.,https://www.profession.hu/allas/medior-it-projektmenedzser-capgemini-magyarorszag-kft-2836043?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-23,False,Budapest,,English: B2,Főiskola,,,Hibrid és rugalmas munkavégzési lehetőségek,Teljes munkaidő,1-3 év tapasztalat,,
2832200,Adattudományi informatikai gyakornoki program,Nemzeti Adó- és Vámhivatal,https://www.profession.hu/allas/adattudomanyi-informatikai-gyakornoki-program-nemzeti-ado-es-vamhivatal-2832200?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-20,False,"Békéscsaba, Budapest, Debrecen, Kaposvár, Kecskemét, Salgótarján, Szeged, Szekszárd, Szombathely, Tatabánya, Veszprém, Zalaegerszeg",,,Középiskola,"Python, R, SQL, SAS, Office",,Rugalmas munkaidő (órarendhez igazodik),Gyakornoki jogviszony,,,
2827642,Scrum master,UNIQA Insurance Group AG Magyarországi Fióktelepe,https://www.profession.hu/allas/scrum-master-uniqa-insurance-group-ag-magyarorszagi-fioktelepe-budapest-2827642?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-13,False,Budapest,,"English: B2, German: B2",Főiskola,,"Jira (Hive), Miro",Hybrid,Full-time,1-3 years,,
2840379,Sr. Machine Learning Szoftvermérnök,Nova HR,https://www.profession.hu/allas/sr-machine-learning-szoftvermernok-nova-hr-2840379?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-25,True,Magyarországon belül bárhonnan,,Angol felsőfok,Főiskola,Python,"PYTHON, AZURE MACHINE LEARNING, AWS",Home-Office,Full-time,5-10 év,,
2840508,SAP Server Management Infrastructure Specialist (LJT),Tech People Hungary Kft.,https://www.profession.hu/allas/sap-server-management-infrastructure-specialist-ljt-tech-people-hungary-kft-budapest-2840508?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-25,True,Budapest,,English: B2,Felsőoktatási szakképzés,"Linux, Red Hat, SUSE","Chef, Puppet, Ansible",Hybrid,Full-time,5-10 years,,
2836381,Licencmenedzser,MBH Bank Nyrt.,https://www.profession.hu/allas/licencmenedzser-mbh-bank-nyrt-2836381?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-05,False,Budapest,,English: A1,Főiskola,,ORACLE,Hybrid,Full-time,3-5 years,,
