job_id,url,first_seen,last_seen,active,Job Title,Location,Salary,Language Requirements,Education Requirements,Programming Languages,Required Software / Tools,Work Arrangement,Job Type,Experience Level,Company Name
5178219,https://www.profesia.sk/praca/m2m-solutions/O5178219?search_id=6c3db9db-52cd-4826-a3d0-47dce197be12,2025-11-04,2025-11-18,False,IT Project Manager,Žilina,2500 EUR gross,"Slovak - C1, English - B2","University degree in Management, Technical stream",,,Flexible hours and remote work possible,Full-time,Minimum of three years of experience in managing technical projects,"M2M Solutions, s.r.o."
5186418,https://www.profesia.sk/praca/sygic/O5186418?search_id=6c3db9db-52cd-4826-a3d0-47dce197be12,2025-11-04,2025-11-17,False,Product Manager,Bratislava,3500 EUR gross,English - Fluent,Secondary with school-leaving examination,,,On-site with home office (occasional),Full-time,5+ years in Product Management,Sygic a.s.
5186413,https://www.profesia.sk/praca/hemmersbach-czech/O5186413?search_id=6c3db9db-52cd-4826-a3d0-47dce197be12,2025-11-04,2025-11-24,False,IT/Technical Support Specialist,Bratislava,600 - 650 EUR gross,"English - B1, Slovak - C2",Basic education with IT focus,,,On-site with home office (occasionally),Short-term,Entry level (suitable for graduates),Hemmersbach Czech s.r.o.
5169530,https://www.profesia.sk/praca/caterpillar-slovakia/O5169530?search_id=6c3db9db-52cd-4826-a3d0-47dce197be12,2025-11-04,2025-11-24,False,Software Engineering Manager,"Košice, Slovakia",5500 EUR gross,English - Upper intermediate (B2),University education (Master's degree),,,On-site with home office,Full-time,"Solid experience in software engineering, and/or hands-on software development team management role.",Cat Digital
5186406,https://www.profesia.sk/praca/vizio/O5186406?search_id=6c3db9db-52cd-4826-a3d0-47dce197be12,2025-11-04,2025-11-24,False,Backend Developer (Symfony + Flask),Bratislava,3000 EUR gross,English - Intermediate (B2),University degree in Computer Science or related field,"PHP, Python","Symfony, Flask, SQL, Linux, Git",Hybrid (On-site with home office),Full-time,3 years of experience in backend development,VIZIO s.r.o.
5030123,https://www.profesia.sk/praca/valicare/O5030123?search_id=6c3db9db-52cd-4826-a3d0-47dce197be12,2025-11-04,2026-02-16,True,Validation Expert for Alarm Function Testing,"Trenčiansky kraj, Slovakia",1600 EUR gross,English - B1,University degree in Electrical Engineering/Automation/Mechatronics/IT/Technics,,Microsoft Office 365,Hybrid (On-site with home office),Full-time,Open to graduates,Valicare s.r.o.
5138722,https://www.profesia.sk/praca/lg-tech-services/O5138722?search_id=6c3db9db-52cd-4826-a3d0-47dce197be12,2025-11-04,2025-11-18,False,Junior Web Designer,Bratislava,1600 EUR gross,"English - Intermediate (B2), Slovak - Native (C2)",University + degree in graphic design or related field,,"Adobe Creative Cloud, Figma",Hybrid,Full-time,Entry-level (suitable for graduates),"LG Tech Services, s.r.o."
5186386,https://www.profesia.sk/praca/unicorn/O5186386?search_id=6c3db9db-52cd-4826-a3d0-47dce197be12,2025-11-04,2025-11-18,False,Cloud Kubernetes Engineer,,From 2000 EUR/month,"Slovak - Expert (C2), English - Intermediate (B2)",University degree in information technology,,"Linux, Microsoft Azure, Docker, Kubernetes, Zabbix, Ansible, Terraform, Prometheus, Grafana, ElasticSearch",Home-Office,Full-time,3-5 years,Unicorn
5158583,https://www.profesia.sk/praca/localhost/O5158583?search_id=6c3db9db-52cd-4826-a3d0-47dce197be12,2025-11-04,2026-02-16,True,Software Test Engineer - Python Focus,"Košice, Slovakia",From 2 500 EUR/month gross,English - Upper intermediate (B2),University education (Bachelor's degree),"Python, Java, C++","Selenium, Cucumber, JBehave, BDD frameworks, CI/CD pipelines",On-site with home office,Full-time,3+ years of experience in software testing or a Master’s degree in a relevant field,localhost s.r.o.
5180668,https://www.profesia.sk/praca/iron-mountain-slovakia/O5180668?search_id=6c3db9db-52cd-4826-a3d0-47dce197be12,2025-11-04,2025-11-24,False,Software Engineer,Bratislava,2600 EUR gross,English - Intermediate (B2),University degree in Computer Science or related field,,"Docker, GitLab CI/CD, Kubernetes, Google Cloud Platform, Amazon Web Services (AWS), SQL",Hybrid,Full-time,2 years of experience,"IRON MOUNTAIN SLOVAKIA, s.r.o."
5096827,https://www.profesia.sk/praca/snp-slovakia/O5096827?search_id=8f71d9ad-6fce-4454-950e-491a37b5602d,2025-11-04,2026-02-16,True,ABAP Developer,Žilina,2500 EUR gross/month,"English, Intermediate",University + degree + IT-focused,ABAP,,Hybrid (On-site with home office),Full-time,Entry-level (Final stages of university studies or about to graduate),"SNP Slovakia, s. r. o."
5169536,https://www.profesia.sk/praca/caterpillar-slovakia/O5169536?search_id=8f71d9ad-6fce-4454-950e-491a37b5602d,2025-11-04,2025-11-18,False,Senior Software Engineer - React,"Košice, Slovakia",3600 EUR gross,"English, Upper intermediate (B2)",University education (Bachelor's degree),"HTML5, CSS, Sass, Bootstrap, React, JavaScript, TypeScript","Webpack, Babel, Redux, Jest testing library, AWS or Azure, CI/CD tools (Jenkins, Azure DevOps, GitHub actions)",On-site with home office,Full-time,Experienced,Cat Digital Slovakia
5168981,https://www.profesia.sk/praca/swiss-re/O5168981?search_id=8f71d9ad-6fce-4454-950e-491a37b5602d,2025-11-04,2026-02-09,False,Junior Data Analytics Engineer,"Bratislava, Slovakia",1600 - 2600 EUR gross per month,"English, Upper intermediate (B2)",University education (Bachelor's degree),"Python, (Py)Spark, TypeScript","Palantir Foundry, Workshop (low-code), SQL",Hybrid,Full-time,Entry-level/Junior,Swiss Re
5169531,https://www.profesia.sk/praca/caterpillar-slovakia/O5169531?search_id=8f71d9ad-6fce-4454-950e-491a37b5602d,2025-11-04,2025-11-24,False,Lead Software Engineer - React,"Košice, Slovakia",4600 EUR gross,"English, Upper intermediate (B2)",University education (Master's degree),"HTML5, CSS, Sass, Bootstrap, React, JavaScript, TypeScript, Webpack, Babel","Jest testing library, AWS or Azure, CI/CD tools (Jenkins, Azure DevOps, GitHub actions), Agile software development methodology",On-site with home office,Full-time,Proven experience required,Cat Digital Slovakia branch
5186340,https://www.profesia.sk/praca/csob-financna-skupina/O5186340?search_id=8f71d9ad-6fce-4454-950e-491a37b5602d,2025-11-04,2025-11-04,False,System Administrator,"Prešov, Slovakia",2200 EUR gross,English - spoken and written,University degree in IT or related field,,"Docker, Argo, Kubernetes, Ansible, GitHub, GitLab, VMware",On-site with home office (occasionally),Full-time,Minimum 2 years of experience in IT,ČSOB Poisťovňa
5186336,https://www.profesia.sk/praca/cbre-global-workplace-solutions/O5186336?search_id=8f71d9ad-6fce-4454-950e-491a37b5602d,2025-11-04,2026-01-26,False,CMMS Analyst,"Bratislava, Slovakia",2500 EUR gross/month,English - Advanced (C1),University education (Bachelor's degree),,"Tableau, Microsoft Excel",Hybrid (On-site with home office),Full-time,,CBRE Global Workplace Solutions s. r. o.
5186331,https://www.profesia.sk/praca/slovenska-sporitelna/O5186331?search_id=8f71d9ad-6fce-4454-950e-491a37b5602d,2025-11-04,2025-11-04,False,IT Analytik/Analytička Senior,Nové Mesto,2800 EUR gross,"Slovak, Professional",University + degree + field,,"JIRA, Confluence, Camunda framework",On-site,Full-time,More than 2 years,"Slovenská sporiteľňa, a.s."
5186186,https://www.profesia.sk/praca/makler-softver/O5186186?search_id=8f71d9ad-6fce-4454-950e-491a37b5602d,2025-11-04,2025-11-04,False,Product Owner & Sales Executive,Bratislava,2500 EUR gross,"English, B2",University + degree + field,,,On-site with home office,Full-time,3 years of experience,"Maklerio Maklér Softvér, s. r. o."
5186296,https://www.profesia.sk/praca/aliter-technologies/O5186296?search_id=8f71d9ad-6fce-4454-950e-491a37b5602d,2025-11-04,2025-11-18,False,Frontend Developer,Bratislava,From 2500 EUR gross,English - B2,University degree in Computer Science or related field,"React, TypeScript, Node.js (Express), Next JS, SQL","Git, Figma, ESLint, Prettier, Vite, Docker, CI/CD (GitLab)",On-site with home office,Full-time,5+ years of experience in web development,Aliter Technologies
5186295,https://www.profesia.sk/praca/slovenske-elektrarne/O5186295?search_id=8f71d9ad-6fce-4454-950e-491a37b5602d,2025-11-04,2025-12-17,False,Senior ICT Analyst,Bratislava,2262 EUR gross,"English, Fluent",University degree in IT or related field,,,Hybrid,Full-time,3+ years,"Slovenské elektrárne, a.s."
5160644,https://www.profesia.sk/praca/vermont-services-slovakia/O5160644?search_id=8f71d9ad-6fce-4454-950e-491a37b5602d,2025-11-04,2025-11-04,False,IT Analytik,"Vlčie hrdlo, Bratislava",1800 EUR gross,"English, B2",University + degree + IT Management,"PHP, SQL, CSS",UML - Unified Modeling Language,,Full-time,2 years,VERMONT Services Slovakia s. r. o.
5186293,https://www.profesia.sk/praca/slovenske-elektrarne/O5186293?search_id=8f71d9ad-6fce-4454-950e-491a37b5602d,2025-11-04,2025-12-17,False,Senior ICT Analyst,Trenčín,3074 EUR gross,English - Intermediate,University degree in IT/Computer Science,,,On-site with home office,Full-time,3+ years,"Slovenské elektrárne, a.s."
5186237,https://www.profesia.sk/praca/slovenske-elektrarne/O5186237?search_id=8f71d9ad-6fce-4454-950e-491a37b5602d,2025-11-04,2025-11-24,False,Component Engineer for Electrical Rotating and Non-rotating Machines,"Trenčín, Trenčiansky kraj","From 2,034 EUR gross per month","Slovak, Professional",University degree in Electrical Engineering or related field with at least 2 years of relevant experience for university graduates or 5 years for high school graduates,,,On-site with home office (requires travel),Full-time,Entry to Mid-level,"Slovenské elektrárne, a.s."
5186236,https://www.profesia.sk/praca/slovenske-elektrarne/O5186236?search_id=8f71d9ad-6fce-4454-950e-491a37b5602d,2025-11-04,2025-11-24,False,Component Engineer for Electrical Rotating and Non-rotating Machines,Liptovský Hrádok,"From 2,034 EUR gross per month","Slovak, Professional",University degree in Electrotechnical field,,,On-site with home office,Full-time,"2 years for university graduates, 5 years for high school graduates","Slovenské elektrárne, a.s."
5179414,https://www.profesia.sk/praca/n-i-k-e/O5179414?search_id=8f71d9ad-6fce-4454-950e-491a37b5602d,2025-11-04,2025-11-04,False,Specialista Tiperskej komunity,Bratislava,6 EUR/hodina brutto,"Slovak, Basic",University + degree + field,,,Remote,Short-term,Entry-level,"N I K É, spol. s r.o."
5168044,https://www.profesia.sk/praca/siemens-slovensko/O5168044?search_id=8f71d9ad-6fce-4454-950e-491a37b5602d,2025-11-04,2025-11-04,False,Java Developer for Automatic Driving Trains,"Žilina, Slovakia",2000 EUR gross,English - Intermediate (B2),"University degree in Computer Science, Software Engineering, Electrical Engineering, Telecommunications, or Natural Sciences","Java, Spring Boot","GitLab, Git, Linux OS",On-site with home office (occasionally),Full-time,Senior,Siemens Mobility
5175141,https://www.profesia.sk/praca/n-i-k-e/O5175141?search_id=8f71d9ad-6fce-4454-950e-491a37b5602d,2025-11-04,2025-11-24,False,Senior Frontend/Fullstack Developer,Bratislava,2500 EUR gross,"English, Slovak",University III. degree in Computer Science or related field,"JavaScript/TypeScript, React, Webpack/Vite, Java, Node.js, SQL","GitLab, Zepline, Figma, Storybook",On-site,Full-time,Senior,"N I K É, spol. s r.o."
5175139,https://www.profesia.sk/praca/n-i-k-e/O5175139?search_id=8f71d9ad-6fce-4454-950e-491a37b5602d,2025-11-04,2026-01-06,False,Senior Java Developer,Bratislava,2500 EUR gross,"Slovak, English",University + degree + Computer Science / Software Engineering,"Java, Kotlin","IDEA, maven, git/gitlab, JIRA, Confluence, PostgreSQL, Ignite, Kafka, Elasticsearch, Kibana, Prometheus, Grafana, Alertmanager",On-site with home office,Full-time,"5+ years relevant Java development experience (ideally Spring, JDBC (SQL), Messaging, Caching)","N I K É, spol. s r.o."
5171710,https://www.profesia.sk/praca/deutsche-telekom-it-solutions-slovakia/O5171710?search_id=8f71d9ad-6fce-4454-950e-491a37b5602d,2025-11-04,2026-02-16,True,Employee Central Test Lead,"Košice-Juh, Slovakia",From 1 800 EUR/month,"English - Upper intermediate (B2), German (optional) - Upper intermediate (B2)",,,,On-site with home office,Full-time,,Deutsche Telekom IT Solutions Slovakia
5171694,https://www.profesia.sk/praca/deutsche-telekom-it-solutions-slovakia/O5171694?search_id=8f71d9ad-6fce-4454-950e-491a37b5602d,2025-11-04,2026-02-03,False,Employee Central Compensation Specialist,"Košice-Juh, Slovakia",From 2 200 EUR/month,"English - Mandatory, German - Optional",University degree in HR or related field,,"Employee Central, SAP HCM",On-site with home office (occasional),Full-time,Experienced (lead Employee Central implementations on large scale),Deutsche Telekom IT Solutions Slovakia
5171688,https://www.profesia.sk/praca/deutsche-telekom-it-solutions-slovakia/O5171688?search_id=4ffbfa32-16eb-4568-a940-aa6b834a09e7,2025-11-04,2026-02-16,True,Employee Central Process Automation Lead,"Košice-Juh, Slovakia",From 2 200 EUR/month,"English - Mandatory, German - Optional",University degree in relevant field,,"Employee Central, Open Text (optional)",On-site with home office,Full-time,Senior level with large-scale Employee Central implementations experience,Deutsche Telekom IT Solutions Slovakia
5171683,https://www.profesia.sk/praca/deutsche-telekom-it-solutions-slovakia/O5171683?search_id=4ffbfa32-16eb-4568-a940-aa6b834a09e7,2025-11-04,2026-02-16,True,Employee Central Lead,"Košice-Juh, Slovakia",From 3500 EUR/month gross,"English - Mandatory, German - Optional",University degree in relevant field,,"Employee Central, SAP Successfactors",On-site with home office (occasional),Full-time,Senior,Deutsche Telekom IT Solutions Slovakia
5171501,https://www.profesia.sk/praca/deutsche-telekom-it-solutions-slovakia/O5171501?search_id=4ffbfa32-16eb-4568-a940-aa6b834a09e7,2025-11-04,2025-11-24,False,Security Technik Administrator,Košice,"From 1 300 EUR/month gross, negotiable with additional worsened working conditions bonus of 300€ brutto",English - Upper intermediate (B2),University degree in Information Technologies,,"ITIL V4 Foundation, IPsec and SSL VPNs, Proxy and reverse proxy services, Firewalls and next-generation firewalls",On-site with home office (12-hour shift schedule),Full-time,At least 2 years in ICT Technical Infrastructure Operations,Deutsche Telekom IT Solutions Slovakia
5171137,https://www.profesia.sk/praca/kistler-bratislava/O5171137?search_id=4ffbfa32-16eb-4568-a940-aa6b834a09e7,2025-11-04,2025-11-24,False,C++ Developer,Bratislava,2700 EUR gross,English - Upper intermediate (B2),Secondary with school-leaving examination,"C++, React","Yocto, Jenkins CI, Docker, GitLab, SonarQube, Linux",Hybrid (up to 60% home office),Full-time,5 years of experience in object-oriented C++ development on large-scale projects,"Kistler Bratislava, s.r.o."
5171034,https://www.profesia.sk/praca/tatra-banka/O5171034?search_id=4ffbfa32-16eb-4568-a940-aa6b834a09e7,2025-11-04,2025-11-18,False,Business Analyst - Senior,Bratislava,2600 EUR gross,"English, Advanced","University + degree in economics, mathematics, statistics or similar",Python,"Oracle SQL Developer, PowerBI, SAS Data Miner",On-site,Full-time,"2+ years in banking controlling, business analytics, research or risk positions",Tatra banka
5154419,https://www.profesia.sk/praca/siemens-slovensko/O5154419?search_id=4ffbfa32-16eb-4568-a940-aa6b834a09e7,2025-11-04,2025-11-04,False,Solution Engineer,"Žilina, Slovakia",2800 EUR brutto /month + VAR*,"English - Upper intermediate (B2), German - Basic (A1)",University education (Bachelor's degree),,,Hybrid,Full-time,,Siemens Slovensko
3859622,https://www.profesia.sk/praca/accenture/O3859622?search_id=4ffbfa32-16eb-4568-a940-aa6b834a09e7,2025-11-04,2026-02-16,True,Senior ServiceNow Developer,,3000 - 4600 EUR/month gross,"English - Upper Intermediate (B2), German - Basic",University + IT or related field,"JavaScript, AngularJS, Bootstrap, jQuery","ServiceNow, REST/SOAP APIs, XML, JSON, HTML, CSS, AJAX",Remote work,Full-time,"5+ years in system development, configuration, or technical consulting",Accenture
5131272,https://www.profesia.sk/praca/siemens-slovensko/O5131272?search_id=4ffbfa32-16eb-4568-a940-aa6b834a09e7,2025-11-04,2026-01-06,False,Team Leader,Bratislava,3000 EUR gross + 20% bonus,English - B2,University degree in technical field,,,Hybrid (On-site with home office),Full-time,Experienced,Siemens Mobility
5101495,https://www.profesia.sk/praca/deutsche-telekom-it-solutions-slovakia/O5101495?search_id=4ffbfa32-16eb-4568-a940-aa6b834a09e7,2025-11-04,2026-02-16,True,Senior DevOps Engineer for PACCA program,"Košice Region, Slovakia",From 2 600 EUR/month. Final salary is negotiable.,English - Upper intermediate (B2),Master's degree in Information Technologies,,"Git, Jenkins / GitLab, Ansible, ELK / Prometheus / Icinga / Jaeger / Grafana, AWS / Azure",On-site with home office,Full-time,4 years of experience with ICT System,Deutsche Telekom IT Solutions Slovakia
5042597,https://www.profesia.sk/praca/deutsche-telekom-it-solutions-slovakia/O5042597?search_id=4ffbfa32-16eb-4568-a940-aa6b834a09e7,2025-11-04,2026-02-16,True,Senior Java Developer - project Gigabit,,"3,100 - 3,700 EUR gross/month","English - B2, German - advantage",University + degree in Information technologies,"Java, Spring Boot, Quarkus","Angular, React",Remote work,Full-time,Minimum 5 years of experience in the development of complex solutions,Deutsche Telekom IT Solutions Slovakia
5186234,https://www.profesia.sk/praca/pro-hr/O5186234?search_id=4ffbfa32-16eb-4568-a940-aa6b834a09e7,2025-11-04,2025-11-24,False,Solution Application Architect (Azure),Bratislava,4500 EUR gross,"English, B2",University + degree + field,,"Git, GitLab Runners for CI, Docker, Ansible, Terraform, Kubernetes, Azure DevOps /Jenknis, Azure Cloud Services",Hybrid,Full-time,"4 years of experience in similar position, development, application architect, or leader for directing Cloud",Pro HR
5186233,https://www.profesia.sk/praca/pro-hr/O5186233?search_id=4ffbfa32-16eb-4568-a940-aa6b834a09e7,2025-11-04,2025-11-24,False,IT Project Manager,"Bratislava, Slovakia",3800 EUR gross,"English, B2",University + degree + technical field,,,On-site with home office,Full-time,1 year,Pro HR
5172534,https://www.profesia.sk/praca/eset/O5172534?search_id=4ffbfa32-16eb-4568-a940-aa6b834a09e7,2025-11-04,2025-11-24,False,Security Monitoring Operator,Bratislava,1600 EUR gross,"English, Upper Intermediate (B2)",University degree in IT security preferred,,"EDR, XDR, SIEM, SOAR, Splunk, QRadar, Elasticsearch, ArcSight",On-site with home office (occasional),Full-time,,ESET
5186201,https://www.profesia.sk/praca/strauberi/O5186201?search_id=4ffbfa32-16eb-4568-a940-aa6b834a09e7,2025-11-04,2026-01-06,False,IT Analyst / Consultant,"Košice, Slovakia",1700 - 2300€ on TPP (depends on experience),"English - Intermediate (B2), Slovak",University degree in IT or Economics,,Odoo,Hybrid (On-site with home office),Full-time,3+ years of experience,Strauberi s.r.o.
5186194,https://www.profesia.sk/praca/vseobecna-uverova-banka-intesa-sanpaolo/O5186194?search_id=4ffbfa32-16eb-4568-a940-aa6b834a09e7,2025-11-04,2025-11-17,False,Product Specialist,Bratislava,1800 EUR gross,English - C1,University degree,,,Hybrid (up to 50% home office),Full-time,At least 2 years of experience in process analysis or product management,"Všeobecná úverová banka, a.s., Intesa Sanpaolo"
5186193,https://www.profesia.sk/praca/nonstop-consulting-ltd/O5186193?search_id=4ffbfa32-16eb-4568-a940-aa6b834a09e7,2025-11-04,2025-11-24,False,ERP Enterprise Architect (IFS Cloud Transformation),,4000 EUR gross,"English, Fluent",University + Bachelor's degree,,,Remote work,Full-time,,NonStop Consulting Ltd
5163608,https://www.profesia.sk/praca/kyndryl-services-slovensko/O5163608?search_id=4ffbfa32-16eb-4568-a940-aa6b834a09e7,2025-11-04,2025-11-24,False,SAP S4 IT Solutions - FI AR Consultant,"Krasovského 14, Petržalka, Slovakia, Bratislava",From 3 330 EUR/month gross,"English, Upper intermediate (B2)",University education (Bachelor's degree),,"SAP ECC, SAP S/4HANA",On-site with home office,Full-time,2–5+ years,"Kyndryl Services Slovensko, spol. s r.o."
5159908,https://www.profesia.sk/praca/frequentis-solutions-services/O5159908?search_id=4ffbfa32-16eb-4568-a940-aa6b834a09e7,2025-11-04,2026-02-03,False,Senior Java Software Engineer (Air Traffic Management),Bratislava,4000 EUR gross,English - Upper intermediate (B2),"University education (Bachelor's degree, Master's degree, Postgraduate (Doctorate)) in Telecommunications, Information Technologies","Java, JavaScript","Java 17, Maven, Git, Docker, Jenkins, React, CSS, Akka, JSON, RabbitMQ/AMQP, WebSocket, HTTP/REST, SIP/SDP, JUNIT tests, CATS, etcd, Zabbix, OpenSearch/Kibana, Jama, JIRA, Confluence",Hybrid (On-site with home office),Full-time,Advanced,FREQUENTIS Solutions & Services s. r. o.
5186172,https://www.profesia.sk/praca/nonstop-consulting-ltd/O5186172?search_id=4ffbfa32-16eb-4568-a940-aa6b834a09e7,2025-11-04,2025-11-24,False,Senior IT Infrastructure Engineer,,4000 - 5000 EUR/month gross,"English, Advanced (C1)",University education (Bachelor's degree),,,Remote work,Full-time,,NonStop Consulting Ltd
5186171,https://www.profesia.sk/praca/it-impulse/O5186171?search_id=4ffbfa32-16eb-4568-a940-aa6b834a09e7,2025-11-04,2025-11-24,False,DevOps Engineer,,From 2 500 EUR/month + Bonus up to 10% gross,English - Upper intermediate (B2),University education (Bachelor's degree),,"RedHat Openshift, ElasticSearch, Fluentd/Logstash, Kibana, Grafana, Prometheus, GitLab, JFrog Artifactory, JFrog X, Keycloak/RH SSO, Kafka/Eventstream, API Gateway kong",Remote work,Full-time,4 years,IT-Impulse s. r. o.
5186166,https://www.profesia.sk/praca/nonstop-consulting-ltd/O5186166?search_id=1f1ae081-2049-4954-88a2-2a50e8ba8cf8,2025-11-04,2025-11-24,False,BI Developer – Power BI / Azure Data Platform,,3000 - 4500 EUR gross/month,"English, Advanced (C1)",University education (Bachelor's degree),,"Power BI, Azure Synapse, Databricks, Power Platform",Remote,Full-time,,NonStop Consulting Ltd
5186161,https://www.profesia.sk/praca/coderama/O5186161?search_id=1f1ae081-2049-4954-88a2-2a50e8ba8cf8,2025-11-04,2025-11-24,False,IT Business Analyst,Praha,3000 - 6000 EUR gross,"English - C1, Slovak - C1",University + degree in Informatics,,"X-Ray Search, Tricentis Tosca, Amazon Web Services (AWS), CI/CD pipeline",On-site with home office,Full-time,5 years of experience,CODERAMA s. r. o.
5186141,https://www.profesia.sk/praca/coderama/O5186141?search_id=1f1ae081-2049-4954-88a2-2a50e8ba8cf8,2025-11-04,2025-11-24,False,Xray Support Engineer,,3000 - 6000 EUR gross,"English - Advanced (C1), Slovak - Advanced (C1)",University + degree in Informatics,,"Idera Xray, Tricentis Tosca, LoadRunner Enterprise, LiveCompare, ServiceNow",Home-Office,Full-time,5 years of experience,CODERAMA s. r. o.
5186137,https://www.profesia.sk/praca/sygic/O5186137?search_id=1f1ae081-2049-4954-88a2-2a50e8ba8cf8,2025-11-04,2025-11-24,False,Android Developer,"Brno, Czechia",From 2600 EUR gross,"Slovak - Upper intermediate (B2), Czech - Upper intermediate (B2), English - Upper intermediate (B2)",Secondary with school-leaving examination,"Kotlin, Coroutines, Flow, Jetpack Compose","Azure DevOps, Git, JUnit, Dagger2",On-site with home office,Full-time,,Sygic a.s.
5186110,https://www.profesia.sk/praca/centila/O5186110?search_id=1f1ae081-2049-4954-88a2-2a50e8ba8cf8,2025-11-04,2025-11-24,False,Jira Developer / Atlassian Expert,Bratislava,3000 EUR gross,"English - C1, Slovak - C2",University degree in relevant field,,"Jira, Confluence, Active Directory, CI/CD tools",On-site with home office,Full-time,3 years of experience in similar position,"Centila, s. r. o."
5184955,https://www.profesia.sk/praca/seyfor-slovensko/O5184955?search_id=1f1ae081-2049-4954-88a2-2a50e8ba8cf8,2025-11-04,2025-11-24,False,Delivery Manager,Bratislava,3000 EUR gross,"English, B2",University + degree + IT / Delivery / Consulting,,Microsoft Dynamics 365 Business Central,Hybrid (On-site with home office),Full-time,"10+ years in IT / Delivery / Consulting, 5+ years in leadership position","Seyfor Slovensko, a.s."
